shape_lane,interval_index,substep,macro_index,constraint,box_deficit,best_single_bound_family,best_single_bound_direction,minimum_z_extension,required_z,required_a,required_k_Myr_inv,rate_factor_outside_locked_bound,finite_positive_scalar_rate_exists,locked_k_min_Myr_inv,locked_k_max_Myr_inv
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,CYCLING_CAPACITY,0.019668571183354522,J_G1,z_below_0,0.01833778037615785,-0.01833778037615785,89.52985191658323,0.0011101947127307014,1.0407773291546827,True,0.00034008730639765246,0.0010666976322710635
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,CYCLING_CAPACITY,0.019629940611378127,J_G1,z_below_0,0.007224543570630729,-0.007224543570630729,89.57572888575326,0.0011096229134380875,1.0402412828794976,True,0.00016786339765124464,0.0010666976322709807
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,4,CYCLING_CAPACITY,0.0196241228833981,J_G1,z_below_0,0.0006653069353593552,-0.0006653069353593552,89.62464626808304,0.001109013867682156,1.0396703190586345,True,1.828059731473053e-05,0.0010666976322708803
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,5,CYCLING_CAPACITY,0.019608059221640328,J_G1,z_below_0,1.6611306978347968e-05,-1.6611306978347968e-05,89.63737935269995,0.0011088554440919604,1.0395218012544796,True,4.658613441623865e-07,0.0010666976322707326
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,10,CYCLING_CAPACITY,0.02020802528413701,J_G1,z_below_0,0.005600011138911099,-0.005600011138911099,89.33313598653255,0.0011126532276820047,1.0430821200129312,True,0.00012736074645087756,0.001066697632270996
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,11,CYCLING_CAPACITY,0.02017677799309181,J_G1,z_below_0,0.00012588703012399597,-0.00012588703012399597,89.35801108070359,0.0011123417426757063,1.0427901112964542,True,3.2624950739045773e-06,0.0010666976322711592
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,12,MACRO_MASS_CAP,0.013130729865503026,M,z_below_0,0.014334625820387721,-0.014334625820387721,60.79362789413175,0.0016393390308389137,1.5103193787432043,True,4.417481819736015e-05,0.0010854254099573772
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,14,CYCLING_CAPACITY,0.02211024929497485,C,z_above_1,0.042070673809302676,1.0420706738093026,94.49679829622863,0.0010515290493037547,1.0418383627223877,True,0.0010955233030816528,2.33428747316552
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,15,CYCLING_CAPACITY,0.022108435644293434,C,z_above_1,0.042068314185331655,1.0420683141853317,94.46198664913575,0.0010519186339686397,1.0418359309157277,True,0.0010959266292683183,2.3342874731655154
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,16,CYCLING_CAPACITY,0.02201329885587633,J_G1,z_below_0,0.0032328912020226025,-0.0032328912020226025,88.23020401392532,0.0011266416509727725,1.0561958861521723,True,6.110242444498487e-05,0.001066697632270886
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,17,CYCLING_CAPACITY,0.022037925932027136,J_G1,z_below_0,8.176152856019329e-05,-8.176152856019329e-05,88.21221481332726,0.0011268727227993632,1.0564125094251717,True,1.630753968715e-06,0.001066697632549364
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,0,J_G2A_NONNEGATIVE,3.069453733335515,J_G2a,z_below_0,4.889534509369237,-4.889534509369237,5.674776231019919,0.018480820561993506,4.3789806294515214,True,0.003645385267516107,0.004220347639287977
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,1,J_G1_NONNEGATIVE,8.291627722284522,J_G1,z_below_0,1.0746766286506706,-1.0746766286506706,7.700984759847202,0.013260604624347876,9.883096896347011,True,0.0007307062071668363,0.0013417458883003828
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,2,J_G1_NONNEGATIVE,0.5866845391133519,J_G1,z_below_0,0.024967385545343636,-0.024967385545343636,11.075207051647691,0.009021751512189832,1.615165808532111,True,0.0003437775187816723,0.005585650379999653
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,3,J_G1_NONNEGATIVE,0.45238338229251174,J_G1,z_below_0,0.009499796046358363,-0.009499796046358363,11.459328129936035,0.00870509431392994,1.4735744057766968,True,0.00016968484637098057,0.0059074684520878515
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,4,J_G1_NONNEGATIVE,1.1203186090979074,J_G1,z_below_0,0.0021849972504711613,-0.0021849972504711613,10.021611581122048,0.01002178364526517,2.1807329932411874,True,1.847895604594184e-05,0.004595603256485774
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,5,J_G1_NONNEGATIVE,0.9347757279287764,J_G1,z_below_0,4.76422840786645e-05,-4.76422840786645e-05,10.317048799203597,0.009719654192383333,1.9836657116639786,True,4.709163029012867e-07,0.004899844835362958
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,6,J_G1_NONNEGATIVE,0.5293587608615847,J_G1,z_below_0,0.47037090885612753,-0.47037090885612753,4.968865933512082,0.021423015597780957,1.5926239551116892,True,0.0075158621874863215,0.013451396061839708
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,7,J_G1_NONNEGATIVE,0.3846293117311376,J_G1,z_below_0,0.03151114434727085,-0.03151114434727085,6.882652955543469,0.014967364590332117,1.4162148130871304,True,0.0010246790631650011,0.010568569437362094
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,8,J_G1_NONNEGATIVE,1.3218761810207598,J_G1,z_below_0,0.48361145750062035,-0.48361145750062035,8.627934448493871,0.011744224591693046,2.405705719777518,True,0.0022112394886124927,0.004881820953885899
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,9,J_G1_NONNEGATIVE,1.5755465505065127,J_G1,z_below_0,0.3317303273909144,-0.3317303273909144,9.905206938897612,0.010146052258868814,2.661460698570203,True,0.0013231016630426428,0.0038122119422313856
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,10,J_G1_NONNEGATIVE,2.2255155479665794,J_G1,z_below_0,0.02932883424039383,-0.02932883424039383,9.367235643639336,0.010762879651970893,3.3542481933711996,True,0.0001287427098318975,0.0032087308486118977
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,11,J_G1_NONNEGATIVE,1.8052079367749008,J_G1,z_below_0,0.0006050186795498807,-0.0006050186795498807,9.679654154350434,0.010395838761481672,2.9060700666617523,True,3.2978956886821726e-06,0.0035772842784288173
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,12,J_G1_NONNEGATIVE,0.2754328890579793,J_G1,z_below_0,0.08342915211760278,-0.08342915211760278,2.3940593919292246,0.051554764193086494,1.363004523294049,True,0.00912370879097552,0.037824352973159045
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,13,J_G1_NONNEGATIVE,1.907257280179297,J_G1,z_below_0,0.5298168441903389,-0.5298168441903389,5.60082277285079,0.0187504800493857,3.1031422691576056,True,0.0026524302172103286,0.0060424171446305614
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,14,J_G1_NONNEGATIVE,0.28341736718042315,J_G1,z_below_0,0.007811257453685931,-0.007811257453685931,2.530951502406462,0.04792584508515798,1.3661899952205099,True,0.0010080078142747392,0.0350799268424027
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,15,J_G1_NONNEGATIVE,2.8216023071571557,J_G1,z_below_0,0.13428785084989783,-0.13428785084989783,6.311810924806867,0.016444446462793944,4.073813096268559,True,0.0006101803509248835,0.004036622710515699
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,16,J_G1_NONNEGATIVE,2.8349489984595104,J_G1,z_below_0,0.01186349769862946,-0.01186349769862946,6.359224749604049,0.016310722449465284,4.086213520154954,True,6.176543338162803e-05,0.003991647124902754
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,17,J_G1_NONNEGATIVE,2.648501783608979,J_G1,z_below_0,0.0002869035593703006,-0.0002869035593703006,6.262505612135122,0.016585856698747264,3.887434705833538,True,1.6484489205083068e-06,0.004266529975116572
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,0,CYCLING_CAPACITY,0.4647997750399847,J_G1,z_below_0,0.09275570154660485,-0.09275570154660485,-15.716317447430853,,,False,0.0002862763871206348,0.007103210506116878
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,1,J_G1_NONNEGATIVE,2.672105584915403,J_G1,z_below_0,0.21704195958465303,-0.21704195958465303,20.86643405735687,0.00468196424489155,3.738403737663382,True,0.00028627638712056664,0.001252396630605212
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,2,J_G1_NONNEGATIVE,6.420402155298648,J_G1,z_below_0,0.753540338121906,-0.753540338121906,20.922533969292743,0.004669097920834042,7.57907950975379,True,0.0002862763871204218,0.000616050790181738
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,3,J_G1_NONNEGATIVE,13.947419269388126,J_G1,z_below_0,14.20979536463466,-14.20979536463466,20.937985625309352,0.004665566549978972,15.291670552312404,True,0.0002862763871205267,0.0003051050919530467
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,4,J_G1_NONNEGATIVE,14.924416134458374,J_G1,z_below_0,0.12092916808760211,-0.12092916808760211,20.94395324518797,0.004664204120837603,16.292660976183075,True,3.2673755870488607e-05,0.00028627638712030074
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,J_G1_NONNEGATIVE,14.91925580800917,J_G1,z_below_0,0.0027467048521863,-0.0027467048521863,20.95074235878019,0.0046626551091407025,16.287250080401318,True,8.353186187012001e-07,0.0002862763871202139
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,CYCLING_CAPACITY,0.2627477495990839,J_G1,z_below_0,0.04585847334904245,-0.04585847334904245,-7.369251002017637,,,False,0.0002862763871202501,0.013491848957914488
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,CYCLING_CAPACITY,0.3732473549994663,J_G1,z_below_0,0.06097643506310641,-0.06097643506310641,-10.254517388369754,,,False,0.0002862763871204393,0.010600352699050618
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,CYCLING_CAPACITY,0.685613600315165,J_G1,z_below_0,0.11227603469043085,-0.11227603469043085,-15.229221061519802,,,False,0.00028627638712029325,0.004896502240110423
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,CYCLING_CAPACITY,1.1002970735597157,J_G1,z_below_0,0.19017078180636748,-0.19017078180636748,-14.073587454443619,,,False,0.00028627638712019774,0.002327279453406761
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,J_G1_NONNEGATIVE,15.370333148709252,J_G1,z_below_0,3.4065736269550677,-3.4065736269550677,20.373453853830824,0.0047981533299444245,16.760562679340865,True,0.00022434883101221656,0.0002862763871202634
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,J_G1_NONNEGATIVE,15.361229954286577,J_G1,z_below_0,0.01933906685017852,-0.01933906685017852,20.384789402059596,0.004795416934690801,16.75100410105621,True,5.7692256812561055e-06,0.00028627638712048505
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,CYCLING_CAPACITY,0.29856424203245985,J_G1,z_below_0,0.05420837100634083,-0.05420837100634083,-7.798806813675842,,,False,0.00028627638712088046,0.010314239612347722
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,CYCLING_CAPACITY,0.7822662880454327,J_G1,z_below_0,0.14252104866574147,-0.14252104866574147,-21.068655245186942,,,False,0.00028627638711977663,0.004207225308644866
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,J_G1_NONNEGATIVE,2.780741401655156,J_G1,z_below_0,0.238623815946829,-0.238623815946829,21.609469742382615,0.004517100223644408,3.847277155834167,True,0.00028627638712017307,0.001174103148974982
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,J_G1_NONNEGATIVE,3.5038979464362607,J_G1,z_below_0,0.31882757852549826,-0.31882757852549826,21.52598303283682,0.004535042775664576,4.588044867771296,True,0.00028627638712039154,0.0009884477825230018
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,J_G1_NONNEGATIVE,14.477232500920643,J_G1,z_below_0,0.5013815325016,-0.5013815325016,21.549086825245467,0.00453006317049895,15.824089496396613,True,9.980260319233379e-05,0.0002862763871204416
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,J_G1_NONNEGATIVE,14.481579493435444,J_G1,z_below_0,0.008772716738964965,-0.008772716738964965,21.543036187556538,0.004531366218732696,15.828641224197877,True,2.6559449919159095e-06,0.0002862763868704924
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,J_G2A_NONNEGATIVE,0.5968123529530002,J_G2a,z_below_0,0.06662712931798938,-0.06662712931798938,2.3748895966242567,0.05023488483202414,1.7855504132971964,True,0.0037418914878445406,0.02813411733318715
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,CYCLING_CAPACITY,0.11708617857021147,J_G2a,z_below_0,0.007247582956624232,-0.007247582956624232,0.3600032188296465,,,False,0.0003552036206862136,0.05492603674869711
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,CYCLING_CAPACITY,0.10390423713500407,J_G2a,z_below_0,0.002960987073632161,-0.002960987073632161,0.394674807651181,,,False,0.0001561371294828976,0.058154714397422806
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,CYCLING_CAPACITY,0.0951586125069328,J_G2a,z_below_0,0.0012779141672785881,-0.0012779141672785881,0.4130637170987117,,,False,7.098147017120018e-05,0.06082698057050441
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,CYCLING_CAPACITY,0.10986443867280538,J_G2a,z_below_0,0.00015496569273140248,-0.00015496569273140248,-0.0671305360940182,,,False,6.495783269367609e-06,0.058444470288580526
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,CYCLING_CAPACITY,0.11067776632014076,J_G2a,z_below_0,3.95126921189926e-06,-3.95126921189926e-06,-0.1146899222242288,,,False,1.6242166361686068e-07,0.058600034615299855
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,CYCLING_CAPACITY,0.13635078891278785,J_G2a,z_below_0,0.08639607532621688,-0.08639607532621688,0.5213146436341705,,,False,0.0039990653324653075,0.05101550686771921
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,CYCLING_CAPACITY,0.12443166328432159,J_G2a,z_below_0,0.03276249502202076,-0.03276249502202076,0.46626560009257956,,,False,0.0016059892431133347,0.05297048503552301
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,CYCLING_CAPACITY,0.11925771613812608,J_G2a,z_below_0,0.014038702657545178,-0.014038702657545178,0.41942084281094694,,,False,0.0007025070418270321,0.0546244761008742
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,CYCLING_CAPACITY,0.1225032589596971,J_G2a,z_below_0,0.0013176560300305164,-0.0013176560300305164,0.18009308374882416,,,False,5.9354371985031605e-05,0.05508347747152377
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,CYCLING_CAPACITY,0.12540758495429366,J_G2a,z_below_0,3.4314981970965266e-05,-3.4314981970965266e-05,0.08803891596308011,,,False,1.478330970916849e-06,0.05497565418183382
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,12,J_G2A_NONNEGATIVE,1.5360164639138756,J_G2a,z_below_0,0.34569001763917645,-0.34569001763917645,4.407737641594465,0.023649134741004142,2.7456026724689724,True,0.003037239594205629,0.008613458523384139
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,13,CYCLING_CAPACITY,0.17917759582137144,J_G2a,z_below_0,0.05179688434315726,-0.05179688434315726,0.4022909214282633,,,False,0.002047028907829684,0.044222375285722114
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,14,J_G1_NONNEGATIVE,1.3900460285457992,J_G1,z_below_0,0.05831919362641257,-0.05831919362641257,3.0039998083553145,0.037204348520208395,2.6988811941673,True,0.001174103148974982,0.013785100507800324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,15,CYCLING_CAPACITY,0.1713339005016717,J_G2a,z_below_0,0.01122489516307941,-0.01122489516307941,0.38358638237528586,,,False,0.000451694735350975,0.04368160520055198
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,16,CYCLING_CAPACITY,0.17437014738390894,J_G2a,z_below_0,0.0011061730569943762,-0.0011061730569943762,0.2679011402252667,,,False,4.343805953365662e-05,0.0444886331665369
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,17,CYCLING_CAPACITY,0.17864301926116877,J_G2a,z_below_0,3.066607023180585e-05,-3.066607023180585e-05,0.21455735294670442,,,False,1.1559827419427064e-06,0.043489157416506365
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,0,J_G2A_NONNEGATIVE,0.8810852472253681,J_G2a,z_below_0,8.442984255913268,-8.442984255913268,11.228358652157974,0.00857304493173316,1.9231651130152607,True,0.004218010860130364,0.004457778936251497
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,1,J_G1_NONNEGATIVE,3.0177099291621823,J_G1,z_below_0,0.6676809618414391,-0.6676809618414391,6.966501988645774,0.014241376811142702,4.25907649971226,True,0.00155844038080331,0.0033437710762191843
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,2,J_G1_NONNEGATIVE,6.770388416844971,J_G1,z_below_0,9.008200322740558,-9.008200322740558,6.9791151304068535,0.014213541825192721,8.309147849590595,True,0.0015584403808027011,0.0017105895914336206
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,3,J_G1_NONNEGATIVE,7.515531010289629,J_G1,z_below_0,1.092712330032692,-1.092712330032692,6.984391541742632,0.014201930030082358,9.112911988821715,True,0.0008588516201801014,0.0015584403808028707
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,4,J_G1_NONNEGATIVE,7.502902590260086,J_G1,z_below_0,0.05343738083702384,-0.05343738083702384,6.994764685396689,0.014179157193703398,9.098299407770684,True,8.828153467166316e-05,0.00155844038080273
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5,J_G1_NONNEGATIVE,7.500144197887555,J_G1,z_below_0,0.0012877336216202968,-0.0012877336216202968,6.9970345651893595,0.014174183734079453,9.09510810209954,True,2.251998057963347e-06,0.0015584403808028896
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,6,CYCLING_CAPACITY,0.1239907983458867,J_G1,z_below_0,0.1361323302881164,-0.1361323302881164,-3.7780819217853434,,,False,0.0015584403808025335,0.028057956706284165
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,7,CYCLING_CAPACITY,0.1530177933626251,J_G1,z_below_0,0.15601337922253133,-0.15601337922253133,-4.729877406158561,,,False,0.0015584403808034863,0.026946171820529684
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,8,J_G2A_NONNEGATIVE,0.9470771101301002,J_G2a,z_below_0,4.246800703539597,-4.246800703539597,10.272980815301821,0.009412520902506922,1.9968371131568117,True,0.004218010860131336,0.004713714924712418
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,9,J_G1_NONNEGATIVE,1.3390846881002814,J_G1,z_below_0,0.19941922982727592,-0.19941922982727592,6.569003209136769,0.015178252174668085,2.4540446616056184,True,0.0015584403808028536,0.006184994271757607
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,10,J_G1_NONNEGATIVE,8.036757134899931,J_G1,z_below_0,0.539145479700087,-0.539145479700087,6.581542678845281,0.015146814286138975,9.71921317794207,True,0.0005850929436694357,0.001558440380803144
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,11,J_G1_NONNEGATIVE,8.032212036163063,J_G1,z_below_0,0.008688376982351803,-0.008688376982351803,6.584854576441707,0.015138532756824906,9.713899192619474,True,1.4952843448487184e-05,0.0015584403808026972
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,12,CYCLING_CAPACITY,0.30857554965575207,J_G1,z_below_0,0.34150464553705306,-0.34150464553705306,-11.346182700286292,,,False,0.001558440380803123,0.014897522470092439
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,13,J_G2A_NONNEGATIVE,0.7194374073799652,J_G2a,z_below_0,1.5078501365054189,-1.5078501365054189,10.149144341780133,0.009533535934385176,1.757782058712872,True,0.004218010860130838,0.005423616589513984
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,14,J_G1_NONNEGATIVE,6.579747740717704,J_G1,z_below_0,4.183011799723189,-4.183011799723189,6.498158380155658,0.01535835457240689,8.14684855278696,True,0.0015584403808029368,0.0018851896500706327
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,15,J_G1_NONNEGATIVE,5.038284862048662,J_G1,z_below_0,1.599902218966934,-1.599902218966934,6.473623452255801,0.01542173037619377,6.474783223232925,True,0.0015584403808026268,0.0023818141618791593
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,16,J_G1_NONNEGATIVE,8.186178592423639,J_G1,z_below_0,0.16062815118085688,-0.16062815118085688,6.4744879672553,0.015419488350743988,9.894179168277208,True,0.0002363049590845252,0.0015584403808030956
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,17,J_G1_NONNEGATIVE,8.187034258423777,J_G1,z_below_0,0.0036242035626137584,-0.0036242035626137584,6.473884945819613,0.015421052152191653,9.895182611759871,True,6.259314792158299e-06,0.0015584403802578232
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,0,J_G2A_NONNEGATIVE,0.11857692756204356,J_G2a,z_below_0,0.005740928841339986,-0.005740928841339986,2.0144732512075287,0.06074825121398617,1.1694302113193946,True,0.002042354141142244,0.05194688030630552
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,1,J_G2A_NONNEGATIVE,0.14347012285515556,J_G2a,z_below_0,0.0012357187357483236,-0.0012357187357483236,1.7466584475033775,0.0752593357535079,1.223646350980859,True,0.00043348437372948186,0.061504155749887206
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,2,J_G2A_NONNEGATIVE,0.1553974747875479,J_G2a,z_below_0,0.0006474371929731191,-0.0006474371929731191,1.7881883234479503,0.07254680820332118,1.238111397989375,True,0.0002055776832511036,0.05859473414196269
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,3,J_G2A_NONNEGATIVE,0.16081210173013688,J_G2a,z_below_0,0.0003229637064042735,-0.0003229637064042735,1.8086413414920677,0.07128528564806667,1.2444611065691316,True,9.815875360161925e-05,0.05728205186307016
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,4,J_G2A_NONNEGATIVE,0.16592030275799607,J_G2a,z_below_0,2.8649879286959957e-05,-2.8649879286959957e-05,1.7765819475955527,0.0732838711799582,1.2552250184646023,True,8.605751696340794e-06,0.058383054912018416
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5,J_G2A_NONNEGATIVE,0.16777492176829567,J_G2a,z_below_0,7.286876884871614e-07,-7.286876884871614e-07,1.778794619122402,0.0731421373992363,1.2578306275909614,True,2.162240615707901e-07,0.05814943267784832
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,6,J_G2A_NONNEGATIVE,0.10665522493736383,J_G2a,z_below_0,0.012720274547362824,-0.012720274547362824,1.6859057030336604,0.0796398480662142,1.1712264076795023,True,0.005714719812855995,0.06799697099043474
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,7,J_G2A_NONNEGATIVE,0.13724173699001255,J_G2a,z_below_0,0.015403362349265766,-0.015403362349265766,1.8445916707838517,0.06917625929396405,1.2062305464816654,True,0.004912080361784565,0.05734911911801392
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,8,J_G2A_NONNEGATIVE,0.15349285274652325,J_G2a,z_below_0,0.007108851435819583,-0.007108851435819583,1.884556800225827,0.06698018912907448,1.2274177703226115,True,0.002090413882219534,0.05457000114269942
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,9,J_G2A_NONNEGATIVE,0.15696607482102692,J_G2a,z_below_0,0.0031237641348272702,-0.0031237641348272702,1.8675668772926537,0.06789567057543104,1.2338167431369194,True,0.0009272546502208288,0.05502897488877448
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,10,J_G2A_NONNEGATIVE,0.17217049957911382,J_G2a,z_below_0,0.00030458935968005795,-0.00030458935968005795,1.9162949668768037,0.06533742045031882,1.2523683178660632,True,8.16227472982915e-05,0.052171090180282285
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,11,J_G2A_NONNEGATIVE,0.17355931962288254,J_G2a,z_below_0,7.593215683104817e-06,-7.593215683104817e-06,1.9108862961022801,0.06561139432381179,1.254808700236664,True,2.027415388515493e-06,0.05228796573648008
