interval_index,node_index,fraction,z_eval,group,global_kappa_cMpc_inv,global_current_s_inv_cMpc3,incident_flux_s_inv_cMpc2,q_sum_residual,kappa_moment_relative_residual,current_moment_relative_residual,common_flux_relative_residual,negative_measure_count,zero_support_nonzero_allocation_count,differential_vs_finite_TV,tau_min,tau_max,tau_weighted_mean,proper_cell_length_cm
1,2,0.0380602337443566,5.896193976625565,G1,0.0438326108944032,3.594254740363888e+50,8.199955847993585e+51,0.0,6.938893903907228e-18,1.1556881153079653e-16,1.621018479154567e-16,0,0,0.00024891164428811775,3.808371737475979e-09,0.08690377291757578,1.8969892395786608e-05,1.316018999648969e+21
1,2,0.0380602337443566,5.896193976625565,G2a,0.0213179577045808,1.1990038100500698e+50,5.624384036527233e+51,0.0,3.469446951953614e-18,0.0,1.1816653940701083e-16,0,0,6.119091778980718e-05,5.055855865108217e-09,0.02130490876752194,7.197876907825078e-06,1.316018999648969e+21
1,2,0.0380602337443566,5.896193976625565,G2b,0.0008832649051388,3.286267997260643e+48,3.720591612030849e+51,0.0,0.0,0.0,1.7863126814116662e-16,0,0,1.9745657532924032e-05,2.1795476009984778e-09,0.006726510250068738,2.632993897801081e-06,1.316018999648969e+21
1,2,0.0380602337443566,5.896193976625565,G3,1.865032395468748,0.0,0.0,0.0,1.1905670135516532e-16,0.0,0.0,0,0,0.009091794681297356,3.176346850592549e-05,1.462655255227604,0.00555962190719244,1.316018999648969e+21
1,3,0.0842651938487273,5.891573480615127,G1,0.045093670204506,3.5932448419266314e+50,7.968401830302949e+51,0.0,0.0,0.0,1.668123701706419e-16,0,0,0.00025493384923831806,3.8916433419085365e-09,0.0889529864389333,1.9401595994933804e-05,1.3169013323346236e+21
1,3,0.0842651938487273,5.891573480615127,G2a,0.0220190382709091,1.2357603667104083e+50,5.6122358819960736e+51,0.0,3.469446951953614e-18,1.680680817546111e-16,1.1842232077673797e-16,0,0,6.239900097175016e-05,5.063503724995561e-09,0.021729267661290057,7.2824071669718855e-06,1.3169013323346236e+21
1,3,0.0842651938487273,5.891573480615127,G2b,0.0008924019911293,3.391679533300756e+48,3.800618518352607e+51,0.0,1.0842021724855044e-19,1.9136156613393707e-16,1.7486995726699177e-16,0,0,2.008848028052887e-05,2.1801557845262288e-09,0.006849452189918616,2.656667805476088e-06,1.3169013323346236e+21
1,3,0.0842651938487273,5.891573480615127,G3,1.8650470341877208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00909056555855,3.1707858761351275e-05,1.4618478071263217,0.0055522180146116915,1.3169013323346236e+21
1,4,0.1464466094067262,5.885355339059328,G1,0.0468118945763643,3.5850892127642438e+50,7.658500569584688e+51,0.0,6.938893903907228e-18,1.1586427116063566e-16,1.7356243349564685e-16,0,0,0.0002637380678137603,4.013736443821026e-09,0.09195107120997016,2.0033831381719053e-05,1.3180906215573634e+21
1,4,0.1464466094067262,5.885355339059328,G2a,0.0229504377231801,1.2817505226367195e+50,5.5848630779801754e+51,0.0,3.469446951953614e-18,0.0,1.190027380461443e-16,0,0,6.419072412878099e-05,5.084033027232835e-09,0.02235655428092798,7.413051789038498e-06,1.3180906215573634e+21
1,4,0.1464466094067262,5.885355339059328,G2b,0.0009067356807278,3.5431880752003644e+48,3.9076305813358874e+51,0.0,1.0842021724855044e-19,3.66357694563053e-16,1.7008107190758262e-16,0,0,2.0601199935915946e-05,2.185306991583474e-09,0.0070322621748118855,2.6944700603570744e-06,1.3180906215573634e+21
1,4,0.1464466094067262,5.885355339059328,G3,1.8650670844467965,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.009088915016472094,3.163309486121854e-05,1.4607671029735327,0.005542262785507708,1.3180906215573634e+21
1,5,0.2222148834901988,5.87777851165098,G1,0.0488797786758746,3.561755284586768e+50,7.286766391077646e+51,0.0,6.938893903907228e-18,2.3324665255938757e-16,1.8241671606386372e-16,0,0,0.00027523590176795087,4.173118829870605e-09,0.09586602096613156,2.0859293905120047e-05,1.3195426812785632e+21
