s,time_s,node_a_baseline_J,node_b_baseline_J,partition_shape_f,node_a_redistributed_J,node_b_redistributed_J,baseline_pointwise_total_J,redistributed_pointwise_total_J
0.367,234352606045111.34,1.100661860882981e+48,1.0584398186514213e+48,0.232311,1.19861462797931e+48,9.604870515550923e+47,2.1591016795344022e+48,2.1591016795344022e+48
0.368,234991169004362.34,1.1006741411962343e+48,1.0584516098423303e+48,0.232576,1.1987386442124317e+48,9.603871068261329e+47,2.1591257510385644e+48,2.1591257510385644e+48
0.369,235629731963613.3,1.1006864215094876e+48,1.0584634010332392e+48,0.232839,1.198861817155592e+48,9.602880053871349e+47,2.1591498225427267e+48,2.1591498225427267e+48
0.37,236268294922864.3,1.100698701822741e+48,1.0584751922241482e+48,0.2331,1.1989841468087911e+48,9.601897472380981e+47,2.1591738940468892e+48,2.1591738940468892e+48
0.371,236906857882115.28,1.1007109821359942e+48,1.0584869834150572e+48,0.233359,1.1991056331720287e+48,9.600923323790226e+47,2.159197965551051e+48,2.159197965551051e+48
0.372,237545420841366.28,1.1007232624492476e+48,1.0584987746059661e+48,0.233616,1.1992262762453055e+48,9.599957608099082e+47,2.1592220370552137e+48,2.1592220370552137e+48
0.373,238183983800617.25,1.1007355427625009e+48,1.058510565796875e+48,0.233871,1.1993460760286207e+48,9.599000325307551e+47,2.1592461085593756e+48,2.1592461085593756e+48
0.374,238822546759868.25,1.1007478230757542e+48,1.058522356987784e+48,0.234124,1.1994650325219746e+48,9.598051475415636e+47,2.1592701800635382e+48,2.1592701800635382e+48
0.375,239461109719119.25,1.1007601033890076e+48,1.0585341481786929e+48,0.234375,1.1995831457253675e+48,9.59711105842333e+47,2.1592942515677004e+48,2.1592942515677004e+48
0.376,240099672678370.22,1.1007723837022609e+48,1.0585459393696018e+48,0.234624,1.1997004156387989e+48,9.596179074330638e+47,2.1593183230718627e+48,2.1593183230718627e+48
0.377,240738235637621.22,1.1007846640155141e+48,1.0585577305605108e+48,0.234871,1.1998168422622691e+48,9.595255523137558e+47,2.159342394576025e+48,2.159342394576025e+48
0.378,241376798596872.2,1.1007969443287676e+48,1.0585695217514197e+48,0.235116,1.1999324255957782e+48,9.594340404844091e+47,2.1593664660801875e+48,2.1593664660801875e+48
0.379,242015361556123.2,1.1008092246420209e+48,1.0585813129423287e+48,0.235359,1.2000471656393257e+48,9.593433719450239e+47,2.1593905375843497e+48,2.1593905375843497e+48
0.38,242653924515374.16,1.1008215049552741e+48,1.0585931041332375e+48,0.2356,1.2001610623929121e+48,9.592535466955995e+47,2.1594146090885116e+48,2.1594146090885116e+48
0.381,243292487474625.16,1.1008337852685274e+48,1.0586048953241466e+48,0.235839,1.2002741158565372e+48,9.591645647361368e+47,2.1594386805926742e+48,2.1594386805926742e+48
0.382,243931050433876.12,1.1008460655817807e+48,1.0586166865150554e+48,0.236076,1.200386326030201e+48,9.590764260666351e+47,2.159462752096836e+48,2.159462752096836e+48
0.383,244569613393127.12,1.1008583458950341e+48,1.0586284777059646e+48,0.236311,1.2004976929139036e+48,9.58989130687095e+47,2.1594868236009987e+48,2.1594868236009987e+48
0.384,245208176352378.1,1.1008706262082874e+48,1.0586402688968734e+48,0.236544,1.2006082165076449e+48,9.589026785975157e+47,2.159510895105161e+48,2.1595108951051606e+48
0.385,245846739311629.1,1.1008829065215407e+48,1.0586520600877823e+48,0.236775,1.2007178968114248e+48,9.58817069797898e+47,2.1595349666093232e+48,2.159534966609323e+48
0.386,246485302270880.06,1.1008951868347941e+48,1.0586638512786913e+48,0.237004,1.2008267338252438e+48,9.587323042882416e+47,2.1595590381134854e+48,2.1595590381134854e+48
0.387,247123865230131.06,1.1009074671480474e+48,1.0586756424696001e+48,0.237231,1.2009347275491013e+48,9.586483820685462e+47,2.1595831096176476e+48,2.1595831096176476e+48
0.388,247762428189382.03,1.1009197474613006e+48,1.0586874336605092e+48,0.237456,1.2010418779829975e+48,9.585653031388124e+47,2.15960718112181e+48,2.15960718112181e+48
0.389,248400991148633.03,1.1009320277745541e+48,1.058699224851418e+48,0.237679,1.2011481851269326e+48,9.584830674990396e+47,2.159631252625972e+48,2.159631252625972e+48
0.39,249039554107884.0,1.1009443080878072e+48,1.0587110160423272e+48,0.2379,1.201253648980906e+48,9.584016751492284e+47,2.1596553241301344e+48,2.1596553241301344e+48
0.391,249678117067135.0,1.1009565884010606e+48,1.058722807233236e+48,0.238119,1.2013582695449186e+48,9.58321126089378e+47,2.1596793956342966e+48,2.1596793956342966e+48
0.392,250316680026385.97,1.1009688687143139e+48,1.0587345984241451e+48,0.238336,1.2014620468189697e+48,9.582414203194893e+47,2.159703467138459e+48,2.159703467138459e+48
0.393,250955242985636.97,1.1009811490275672e+48,1.0587463896150539e+48,0.238551,1.2015649808030594e+48,9.581625578395617e+47,2.159727538642621e+48,2.159727538642621e+48
0.394,251593805944887.94,1.1009934293408206e+48,1.0587581808059627e+48,0.238764,1.2016670714971882e+48,9.580845386495952e+47,2.1597516101467833e+48,2.1597516101467833e+48
0.395,252232368904138.94,1.1010057096540739e+48,1.0587699719968718e+48,0.238975,1.2017683189013554e+48,9.580073627495903e+47,2.1597756816509456e+48,2.1597756816509456e+48
0.396,252870931863389.94,1.1010179899673272e+48,1.0587817631877806e+48,0.239184,1.2018687230155615e+48,9.579310301395464e+47,2.1597997531551078e+48,2.1597997531551078e+48
0.397,253509494822640.9,1.1010302702805806e+48,1.0587935543786898e+48,0.239391,1.2019682838398064e+48,9.57855540819464e+47,2.1598238246592704e+48,2.1598238246592704e+48
0.398,254148057781891.9,1.1010425505938339e+48,1.0588053455695986e+48,0.239596,1.2020670013740898e+48,9.577808947893426e+47,2.1598478961634323e+48,2.1598478961634323e+48
0.399,254786620741142.88,1.1010548309070872e+48,1.0588171367605077e+48,0.239799,1.202164875618412e+48,9.577070920491828e+47,2.159871967667595e+48,2.159871967667595e+48
0.4,255425183700393.88,1.1010671112203406e+48,1.0588289279514165e+48,0.24,1.2022619065727731e+48,9.57634132598984e+47,2.159896039171757e+48,2.159896039171757e+48
0.401,256063746659644.84,1.1010793915335937e+48,1.0588407191423255e+48,0.240199,1.2023580942371727e+48,9.575620164387465e+47,2.159920110675919e+48,2.159920110675919e+48
0.402,256702309618895.84,1.1010916718468471e+48,1.0588525103332344e+48,0.240396,1.2024534386116112e+48,9.574907435684703e+47,2.1599441821800816e+48,2.1599441821800816e+48
0.403,257340872578146.8,1.1011039521601006e+48,1.0588643015241432e+48,0.240591,1.2025479396960885e+48,9.574203139881553e+47,2.1599682536842438e+48,2.1599682536842438e+48
0.404,257979435537397.8,1.1011162324733537e+48,1.0588760927150524e+48,0.240784,1.2026415974906043e+48,9.573507276978018e+47,2.159992325188406e+48,2.159992325188406e+48
0.405,258617998496648.78,1.1011285127866071e+48,1.0588878839059612e+48,0.240975,1.202734411995159e+48,9.572819846974094e+47,2.1600163966925683e+48,2.1600163966925683e+48
0.406,259256561455899.78,1.1011407930998606e+48,1.0588996750968703e+48,0.24116400000000002,1.2028263832097524e+48,9.572140849869785e+47,2.160040468196731e+48,2.160040468196731e+48
0.40700000000000003,259895124415150.75,1.1011530734131137e+48,1.0589114662877791e+48,0.241351,1.2029175111343843e+48,9.571470285665085e+47,2.1600645397008928e+48,2.1600645397008928e+48
0.40800000000000003,260533687374401.75,1.1011653537263671e+48,1.058923257478688e+48,0.241536,1.2030077957690553e+48,9.570808154359999e+47,2.1600886112050553e+48,2.1600886112050553e+48
0.40900000000000003,261172250333652.72,1.1011776340396206e+48,1.058935048669597e+48,0.24171900000000002,1.2030972371137649e+48,9.570154455954527e+47,2.1601126827092176e+48,2.1601126827092176e+48
0.41000000000000003,261810813292903.72,1.1011899143528737e+48,1.058946839860506e+48,0.2419,1.203185835168513e+48,9.569509190448667e+47,2.1601367542133798e+48,2.1601367542133798e+48
0.41100000000000003,262449376252154.7,1.1012021946661271e+48,1.058958631051415e+48,0.24207900000000002,1.2032735899333001e+48,9.56887235784242e+47,2.160160825717542e+48,2.160160825717542e+48
0.41200000000000003,263087939211405.7,1.1012144749793804e+48,1.0589704222423238e+48,0.242256,1.2033605014081259e+48,9.568243958135783e+47,2.1601848972217043e+48,2.1601848972217043e+48
0.41300000000000003,263726502170656.66,1.1012267552926337e+48,1.0589822134332329e+48,0.242431,1.2034465695929903e+48,9.567623991328763e+47,2.1602089687258665e+48,2.1602089687258665e+48
0.41400000000000003,264365065129907.66,1.1012390356058871e+48,1.0589940046241417e+48,0.24260400000000001,1.2035317944878936e+48,9.567012457421352e+47,2.1602330402300288e+48,2.1602330402300288e+48
0.41500000000000004,265003628089158.66,1.1012513159191404e+48,1.0590057958150506e+48,0.24277500000000002,1.2036161760928355e+48,9.566409356413555e+47,2.160257111734191e+48,2.160257111734191e+48
0.41600000000000004,265642191048409.62,1.1012635962323936e+48,1.0590175870059596e+48,0.242944,1.203699714407816e+48,9.565814688305372e+47,2.1602811832383533e+48,2.1602811832383533e+48
0.417,266280754007660.56,1.101275876545647e+48,1.0590293781968684e+48,0.24311099999999997,1.2037824094328354e+48,9.5652284530968e+47,2.1603052547425155e+48,2.1603052547425155e+48
0.418,266919316966911.56,1.1012881568589004e+48,1.0590411693877775e+48,0.24327600000000002,1.2038642611678936e+48,9.564650650787843e+47,2.1603293262466777e+48,2.1603293262466777e+48
0.419,267557879926162.56,1.1013004371721536e+48,1.0590529605786863e+48,0.24343899999999996,1.2039452696129904e+48,9.564081281378496e+47,2.16035339775084e+48,2.16035339775084e+48
0.42,268196442885413.53,1.101312717485407e+48,1.0590647517695955e+48,0.2436,1.2040254347681262e+48,9.563520344868764e+47,2.1603774692550025e+48,2.1603774692550025e+48
0.421,268835005844664.53,1.1013249977986602e+48,1.0590765429605043e+48,0.24375899999999998,1.2041047566333003e+48,9.562967841258642e+47,2.1604015407591645e+48,2.1604015407591645e+48
0.422,269473568803915.5,1.1013372781119136e+48,1.0590883341514132e+48,0.24391600000000002,1.2041832352085135e+48,9.562423770548134e+47,2.1604256122633267e+48,2.1604256122633267e+48
0.423,270112131763166.5,1.1013495584251667e+48,1.0591001253423222e+48,0.24407099999999998,1.204260870493765e+48,9.56188813273724e+47,2.160449683767489e+48,2.160449683767489e+48
0.424,270750694722417.47,1.1013618387384203e+48,1.0591119165332312e+48,0.24422400000000002,1.2043376624890557e+48,9.561360927825958e+47,2.1604737552716515e+48,2.1604737552716515e+48
0.425,271389257681668.47,1.1013741190516734e+48,1.05912370772414e+48,0.24437499999999998,1.2044136111943847e+48,9.560842155814287e+47,2.1604978267758134e+48,2.1604978267758134e+48
0.426,272027820640919.44,1.1013863993649269e+48,1.0591354989150491e+48,0.24452400000000002,1.2044887166097528e+48,9.560331816702231e+47,2.160521898279976e+48,2.160521898279976e+48
0.427,272666383600170.44,1.1013986796781802e+48,1.0591472901059579e+48,0.24467099999999997,1.2045629787351594e+48,9.559829910489786e+47,2.160545969784138e+48,2.160545969784138e+48
0.428,273304946559421.4,1.1014109599914336e+48,1.0591590812968669e+48,0.24481600000000003,1.204636397570605e+48,9.559336437176955e+47,2.1605700412883005e+48,2.1605700412883005e+48
0.429,273943509518672.4,1.1014232403046867e+48,1.0591708724877757e+48,0.24495899999999998,1.2047089731160889e+48,9.558851396763735e+47,2.1605941127924624e+48,2.1605941127924624e+48
0.43,274582072477923.38,1.1014355206179401e+48,1.0591826636786848e+48,0.2451,1.204780705371612e+48,9.55837478925013e+47,2.160618184296625e+48,2.160618184296625e+48
0.431,275220635437174.38,1.1014478009311933e+48,1.0591944548695936e+48,0.24523899999999998,1.2048515943371733e+48,9.557906614636135e+47,2.160642255800787e+48,2.160642255800787e+48
0.432,275859198396425.34,1.1014600812444469e+48,1.0592062460605027e+48,0.245376,1.204921640012774e+48,9.557446872921756e+47,2.1606663273049497e+48,2.1606663273049497e+48
0.433,276497761355676.34,1.1014723615577001e+48,1.0592180372514115e+48,0.24551099999999998,1.2049908423984129e+48,9.556995564106988e+47,2.1606903988091117e+48,2.1606903988091117e+48
0.434,277136324314927.3,1.1014846418709536e+48,1.0592298284423207e+48,0.24564400000000003,1.2050592014940909e+48,9.556552688191834e+47,2.1607144703132742e+48,2.1607144703132742e+48
0.435,277774887274178.3,1.1014969221842067e+48,1.0592416196332295e+48,0.24577499999999997,1.2051267172998071e+48,9.55611824517629e+47,2.160738541817436e+48,2.160738541817436e+48
0.436,278413450233429.28,1.1015092024974601e+48,1.0592534108241386e+48,0.245904,1.2051933898155625e+48,9.555692235060362e+47,2.1607626133215987e+48,2.1607626133215987e+48
0.437,279052013192680.28,1.1015214828107132e+48,1.0592652020150474e+48,0.24603099999999997,1.2052592190413562e+48,9.555274657844044e+47,2.1607866848257606e+48,2.1607866848257606e+48
0.438,279690576151931.28,1.1015337631239667e+48,1.0592769932059564e+48,0.246156,1.2053242049771892e+48,9.554865513527339e+47,2.1608107563299232e+48,2.1608107563299232e+48
0.439,280329139111182.25,1.1015460434372201e+48,1.0592887843968652e+48,0.24627899999999997,1.2053883476230607e+48,9.554464802110245e+47,2.1608348278340854e+48,2.1608348278340854e+48
0.44,280967702070433.25,1.1015583237504734e+48,1.0593005755877743e+48,0.24640000000000004,1.2054516469789709e+48,9.554072523592768e+47,2.1608588993382477e+48,2.1608588993382477e+48
0.441,281606265029684.25,1.1015706040637267e+48,1.0593123667786831e+48,0.246519,1.2055141030449197e+48,9.553688677974901e+47,2.16088297084241e+48,2.16088297084241e+48
0.442,282244827988935.2,1.1015828843769801e+48,1.059324157969592e+48,0.24663600000000002,1.2055757158209074e+48,9.553313265256648e+47,2.160907042346572e+48,2.160907042346572e+48
0.443,282883390948186.2,1.1015951646902332e+48,1.0593359491605009e+48,0.24675099999999997,1.2056364853069335e+48,9.552946285438005e+47,2.160931113850734e+48,2.160931113850734e+48
0.444,283521953907437.2,1.1016074450034866e+48,1.05934774035141e+48,0.24686400000000003,1.2056964115029988e+48,9.552587738518978e+47,2.1609551853548966e+48,2.1609551853548966e+48
0.445,284160516866688.2,1.1016197253167399e+48,1.0593595315423188e+48,0.24697499999999997,1.2057554944091025e+48,9.552237624499562e+47,2.160979256859059e+48,2.160979256859059e+48
0.446,284799079825939.1,1.1016320056299932e+48,1.0593713227332279e+48,0.24708400000000003,1.205813734025245e+48,9.551895943379761e+47,2.161003328363221e+48,2.161003328363221e+48
0.447,285437642785190.1,1.1016442859432466e+48,1.0593831139241367e+48,0.24719099999999997,1.2058711303514264e+48,9.551562695159569e+47,2.1610273998673833e+48,2.1610273998673833e+48
0.448,286076205744441.1,1.1016565662565e+48,1.0593949051150458e+48,0.24729600000000002,1.2059276833876466e+48,9.551237879838993e+47,2.161051471371546e+48,2.161051471371546e+48
0.449,286714768703692.1,1.1016688465697532e+48,1.0594066963059546e+48,0.24739899999999998,1.2059833931339051e+48,9.550921497418027e+47,2.1610755428757078e+48,2.1610755428757078e+48
0.45,287353331662943.06,1.1016811268830066e+48,1.0594184874968638e+48,0.24750000000000003,1.2060382595902027e+48,9.550613547896677e+47,2.1610996143798704e+48,2.1610996143798704e+48
0.451,287991894622194.06,1.1016934071962597e+48,1.0594302786877726e+48,0.24759899999999999,1.2060922827565387e+48,9.550314031274936e+47,2.1611236858840323e+48,2.1611236858840323e+48
0.452,288630457581445.06,1.1017056875095132e+48,1.0594420698786817e+48,0.24769600000000003,1.2061454626329137e+48,9.550022947552812e+47,2.161147757388195e+48,2.161147757388195e+48
0.453,289269020540696.06,1.1017179678227664e+48,1.0594538610695905e+48,0.24779099999999998,1.2061977992193273e+48,9.549740296730296e+47,2.1611718288923568e+48,2.1611718288923568e+48
0.454,289907583499947.0,1.1017302481360199e+48,1.0594656522604996e+48,0.24788400000000002,1.2062492925157798e+48,9.549466078807397e+47,2.1611959003965197e+48,2.1611959003965197e+48
0.455,290546146459198.0,1.1017425284492731e+48,1.0594774434514084e+48,0.24797499999999997,1.206299942522271e+48,9.549200293784106e+47,2.1612199719006816e+48,2.1612199719006816e+48
0.456,291184709418449.0,1.1017548087625266e+48,1.0594892346423172e+48,0.24806400000000003,1.2063497492388009e+48,9.54894294166043e+47,2.1612440434048438e+48,2.1612440434048438e+48
0.457,291823272377700.0,1.1017670890757797e+48,1.059501025833226e+48,0.24815099999999998,1.2063987126653692e+48,9.548694022436365e+47,2.1612681149090057e+48,2.1612681149090057e+48
0.458,292461835336951.0,1.1017793693890331e+48,1.0595128170241352e+48,0.24823600000000004,1.2064468328019767e+48,9.548453536111916e+47,2.1612921864131683e+48,2.1612921864131683e+48
0.459,293100398296201.94,1.1017916497022864e+48,1.059524608215044e+48,0.24831899999999998,1.2064941096486226e+48,9.548221482687078e+47,2.1613162579173302e+48,2.1613162579173302e+48
0.46,293738961255452.94,1.1018039300155397e+48,1.0595363994059531e+48,0.24840000000000004,1.2065405432053075e+48,9.547997862161853e+47,2.1613403294214928e+48,2.1613403294214928e+48
0.461,294377524214703.94,1.101816210328793e+48,1.0595481905968619e+48,0.24847899999999998,1.2065861334720308e+48,9.54778267453624e+47,2.1613644009256547e+48,2.1613644009256547e+48
0.462,295016087173954.94,1.1018284906420466e+48,1.059559981787771e+48,0.24855600000000003,1.2066308804487933e+48,9.547575919810243e+47,2.1613884724298176e+48,2.1613884724298176e+48
0.463,295654650133205.9,1.1018407709552997e+48,1.0595717729786798e+48,0.24863099999999996,1.206674784135594e+48,9.547377597983855e+47,2.1614125439339795e+48,2.1614125439339795e+48
0.464,296293213092456.9,1.1018530512685531e+48,1.059583564169589e+48,0.24870400000000004,1.206717844532434e+48,9.547187709057081e+47,2.161436615438142e+48,2.161436615438142e+48
0.465,296931776051707.9,1.1018653315818062e+48,1.0595953553604978e+48,0.24877499999999997,1.206760061639312e+48,9.54700625302992e+47,2.161460686942304e+48,2.161460686942304e+48
0.466,297570339010958.9,1.1018776118950597e+48,1.0596071465514069e+48,0.24884400000000004,1.2068014354562293e+48,9.546833229902372e+47,2.1614847584464666e+48,2.1614847584464666e+48
0.467,298208901970209.8,1.101889892208313e+48,1.0596189377423157e+48,0.24891099999999997,1.2068419659831851e+48,9.546668639674435e+47,2.1615088299506288e+48,2.1615088299506288e+48
0.468,298847464929460.8,1.1019021725215664e+48,1.0596307289332248e+48,0.24897600000000003,1.2068816532201799e+48,9.546512482346112e+47,2.161532901454791e+48,2.161532901454791e+48
0.46900000000000003,299486027888711.8,1.1019144528348196e+48,1.0596425201241336e+48,0.24903899999999998,1.2069204971672132e+48,9.546364757917401e+47,2.1615569729589533e+48,2.1615569729589533e+48
0.47000000000000003,300124590847962.8,1.1019267331480731e+48,1.0596543113150426e+48,0.24910000000000002,1.2069584978242855e+48,9.546225466388302e+47,2.1615810444631155e+48,2.1615810444631155e+48
0.47100000000000003,300763153807213.75,1.1019390134613262e+48,1.0596661025059514e+48,0.24915899999999996,1.206995655191396e+48,9.546094607758816e+47,2.1616051159672778e+48,2.1616051159672778e+48
0.47200000000000003,301401716766464.75,1.1019512937745796e+48,1.0596778936968605e+48,0.24921600000000002,1.2070319692685457e+48,9.545972182028945e+47,2.16162918747144e+48,2.16162918747144e+48
0.47300000000000003,302040279725715.75,1.1019635740878327e+48,1.0596896848877693e+48,0.24927099999999996,1.2070674400557336e+48,9.545858189198685e+47,2.1616532589756022e+48,2.1616532589756022e+48
0.47400000000000003,302678842684966.75,1.1019758544010863e+48,1.0597014760786783e+48,0.24932400000000002,1.207102067552961e+48,9.545752629268037e+47,2.1616773304797645e+48,2.1616773304797645e+48
0.47500000000000003,303317405644217.7,1.1019881347143395e+48,1.0597132672695871e+48,0.24937499999999999,1.2071358517602265e+48,9.545655502237e+47,2.1617014019839267e+48,2.1617014019839267e+48
0.47600000000000003,303955968603468.7,1.1020004150275929e+48,1.0597250584604962e+48,0.24942400000000003,1.2071687926775309e+48,9.54556680810558e+47,2.161725473488089e+48,2.161725473488089e+48
0.47700000000000004,304594531562719.7,1.1020126953408462e+48,1.059736849651405e+48,0.24947099999999997,1.2072008903048741e+48,9.54548654687377e+47,2.1617495449922512e+48,2.1617495449922512e+48
0.47800000000000004,305233094521970.7,1.1020249756540996e+48,1.0597486408423142e+48,0.24951600000000002,1.2072321446422561e+48,9.545414718541577e+47,2.1617736164964138e+48,2.1617736164964138e+48
0.47900000000000004,305871657481221.7,1.1020372559673527e+48,1.059760432033223e+48,0.24955899999999998,1.2072625556896765e+48,9.545351323108991e+47,2.1617976880005757e+48,2.1617976880005757e+48
0.48,306510220440472.6,1.1020495362806062e+48,1.059772223224132e+48,0.2496,1.207292123447136e+48,9.54529636057602e+47,2.161821759504738e+48,2.161821759504738e+48
0.481,307148783399723.6,1.1020618165938594e+48,1.0597840144150409e+48,0.249639,1.207320847914634e+48,9.545249830942663e+47,2.1618458310089e+48,2.1618458310089e+48
0.482,307787346358974.56,1.1020740969071127e+48,1.0597958056059498e+48,0.249676,1.2073487290921708e+48,9.545211734208918e+47,2.1618699025130624e+48,2.1618699025130624e+48
0.483,308425909318225.56,1.1020863772203661e+48,1.0598075967968588e+48,0.249711,1.2073757669797465e+48,9.545182070374785e+47,2.161893974017225e+48,2.161893974017225e+48
0.484,309064472277476.56,1.1020986575336194e+48,1.0598193879877676e+48,0.249744,1.2074019615773608e+48,9.545160839440263e+47,2.161918045521387e+48,2.161918045521387e+48
0.485,309703035236727.56,1.1021109378468727e+48,1.0598311791786767e+48,0.249775,1.2074273128850137e+48,9.545148041405357e+47,2.1619421170255494e+48,2.1619421170255494e+48
0.486,310341598195978.5,1.1021232181601261e+48,1.0598429703695855e+48,0.249804,1.2074518209027056e+48,9.545143676270061e+47,2.1619661885297117e+48,2.1619661885297117e+48
0.487,310980161155229.5,1.1021354984733792e+48,1.0598547615604945e+48,0.249831,1.2074754856304359e+48,9.545147744034379e+47,2.1619902600338736e+48,2.1619902600338736e+48
0.488,311618724114480.5,1.1021477787866327e+48,1.0598665527514035e+48,0.249856,1.2074983070682051e+48,9.54516024469831e+47,2.162014331538036e+48,2.162014331538036e+48
0.489,312257287073731.5,1.1021600590998861e+48,1.0598783439423124e+48,0.249879,1.2075202852160133e+48,9.545181178261854e+47,2.1620384030421987e+48,2.1620384030421987e+48
0.49,312895850032982.44,1.1021723394131392e+48,1.0598901351332214e+48,0.2499,1.2075414200738596e+48,9.54521054472501e+47,2.1620624745463606e+48,2.1620624745463606e+48
0.491,313534412992233.44,1.1021846197263927e+48,1.0599019263241302e+48,0.249919,1.2075617116417451e+48,9.545248344087777e+47,2.162086546050523e+48,2.162086546050523e+48
0.492,314172975951484.44,1.1021969000396461e+48,1.0599137175150393e+48,0.249936,1.2075811599196693e+48,9.545294576350161e+47,2.1621106175546854e+48,2.1621106175546854e+48
0.493,314811538910735.44,1.1022091803528992e+48,1.0599255087059481e+48,0.249951,1.2075997649076321e+48,9.545349241512152e+47,2.1621346890588474e+48,2.1621346890588474e+48
0.494,315450101869986.4,1.1022214606661527e+48,1.0599372998968571e+48,0.249964,1.2076175266056337e+48,9.545412339573761e+47,2.16215876056301e+48,2.16215876056301e+48
0.495,316088664829237.4,1.1022337409794061e+48,1.059949091087766e+48,0.249975,1.2076344450136742e+48,9.54548387053498e+47,2.162182832067172e+48,2.162182832067172e+48
0.496,316727227788488.4,1.1022460212926592e+48,1.059960882278675e+48,0.249984,1.207650520131753e+48,9.545563834395813e+47,2.1622069035713344e+48,2.1622069035713344e+48
0.497,317365790747739.4,1.1022583016059126e+48,1.059972673469584e+48,0.249991,1.2076657519598709e+48,9.545652231156258e+47,2.1622309750754966e+48,2.1622309750754966e+48
0.498,318004353706990.3,1.1022705819191659e+48,1.0599844646604928e+48,0.249996,1.2076801404980274e+48,9.545749060816314e+47,2.162255046579659e+48,2.162255046579659e+48
0.499,318642916666241.3,1.1022828622324192e+48,1.059996255851402e+48,0.249999,1.2076936857462225e+48,9.545854323375987e+47,2.162279118083821e+48,2.162279118083821e+48
0.5,319281479625492.3,1.1022951425456726e+48,1.0600080470423107e+48,0.25,1.2077063877044565e+48,9.545968018835268e+47,2.1623031895879834e+48,2.1623031895879834e+48
0.501,319920042584743.3,1.1023074228589259e+48,1.0600198382332197e+48,0.249999,1.2077182463727292e+48,9.546090147194164e+47,2.1623272610921456e+48,2.1623272610921456e+48
0.502,320558605543994.3,1.1023197031721792e+48,1.0600316294241287e+48,0.249996,1.2077292617510406e+48,9.546220708452672e+47,2.162351332596308e+48,2.162351332596308e+48
0.503,321197168503245.25,1.1023319834854326e+48,1.0600434206150376e+48,0.249991,1.2077394338393908e+48,9.546359702610794e+47,2.16237540410047e+48,2.16237540410047e+48
0.504,321835731462496.25,1.1023442637986859e+48,1.0600552118059466e+48,0.249984,1.2077487626377796e+48,9.546507129668528e+47,2.1623994756046323e+48,2.1623994756046323e+48
0.505,322474294421747.25,1.1023565441119392e+48,1.0600670029968554e+48,0.249975,1.2077572481462072e+48,9.546662989625873e+47,2.1624235471087946e+48,2.1624235471087946e+48
0.506,323112857380998.25,1.1023688244251924e+48,1.0600787941877645e+48,0.249964,1.2077648903646735e+48,9.546827282482835e+47,2.1624476186129568e+48,2.1624476186129568e+48
0.507,323751420340249.2,1.1023811047384457e+48,1.0600905853786733e+48,0.249951,1.2077716892931786e+48,9.547000008239404e+47,2.162471690117119e+48,2.162471690117119e+48
0.508,324389983299500.2,1.1023933850516992e+48,1.0601023765695825e+48,0.249936,1.2077776449317224e+48,9.547181166895592e+47,2.1624957616212816e+48,2.1624957616212816e+48
0.509,325028546258751.2,1.1024056653649524e+48,1.0601141677604913e+48,0.249919,1.2077827572803049e+48,9.547370758451388e+47,2.1625198331254435e+48,2.1625198331254435e+48
0.51,325667109218002.2,1.1024179456782057e+48,1.0601259589514002e+48,0.2499,1.207787026338926e+48,9.547568782906799e+47,2.1625439046296058e+48,2.1625439046296058e+48
0.511,326305672177253.1,1.1024302259914591e+48,1.0601377501423092e+48,0.249879,1.2077904521075863e+48,9.54777524026182e+47,2.1625679761337683e+48,2.1625679761337683e+48
0.512,326944235136504.1,1.1024425063047124e+48,1.060149541333218e+48,0.249856,1.2077930345862848e+48,9.547990130516456e+47,2.1625920476379302e+48,2.1625920476379302e+48
0.513,327582798095755.1,1.1024547866179657e+48,1.0601613325241271e+48,0.249831,1.2077947737750223e+48,9.548213453670705e+47,2.1626161191420928e+48,2.1626161191420928e+48
0.514,328221361055006.1,1.1024670669312191e+48,1.060173123715036e+48,0.249804,1.2077956696737985e+48,9.548445209724565e+47,2.162640190646255e+48,2.162640190646255e+48
0.515,328859924014257.06,1.1024793472444722e+48,1.060184914905945e+48,0.249775,1.2077957222826132e+48,9.54868539867804e+47,2.1626642621504173e+48,2.1626642621504173e+48
0.516,329498486973508.06,1.1024916275577257e+48,1.0601967060968539e+48,0.249744,1.207794931601467e+48,9.548934020531125e+47,2.1626883336545795e+48,2.1626883336545795e+48
0.517,330137049932759.06,1.102503907870979e+48,1.060208497287763e+48,0.249711,1.2077932976303593e+48,9.549191075283826e+47,2.162712405158742e+48,2.162712405158742e+48
0.518,330775612892010.06,1.1025161881842322e+48,1.0602202884786718e+48,0.249676,1.2077908203692903e+48,9.549456562936137e+47,2.162736476662904e+48,2.162736476662904e+48
0.519,331414175851261.0,1.1025284684974857e+48,1.0602320796695806e+48,0.249639,1.2077874998182603e+48,9.54973048348806e+47,2.1627605481670662e+48,2.1627605481670662e+48
0.52,332052738810512.0,1.102540748810739e+48,1.0602438708604897e+48,0.2496,1.2077833359772688e+48,9.550012836939598e+47,2.1627846196712288e+48,2.1627846196712288e+48
0.521,332691301769763.0,1.1025530291239922e+48,1.0602556620513985e+48,0.249559,1.207778328846316e+48,9.550303623290747e+47,2.1628086911753907e+48,2.1628086911753907e+48
