s,time_s,node_a_baseline_J,node_b_baseline_J,partition_shape_f,node_a_redistributed_J,node_b_redistributed_J,baseline_pointwise_total_J,redistributed_pointwise_total_J
0.034,21711140614533.48,1.0965725165696253e+48,1.0545133520787434e+48,0.032844,1.1104210243136056e+48,1.040664844334763e+48,2.1510858686483685e+48,2.1510858686483685e+48
0.035,22349703573784.465,1.0965847968828787e+48,1.0545251432696522e+48,0.033775,1.1108258561038304e+48,1.0402840840487005e+48,2.1511099401525307e+48,2.1511099401525307e+48
0.036000000000000004,22988266533035.45,1.096597077196132e+48,1.0545369344605611e+48,0.034704000000000006,1.1112298446040938e+48,1.0399041670525994e+48,2.151134011656693e+48,2.151134011656693e+48
0.037,23626829492286.43,1.0966093575093853e+48,1.0545487256514701e+48,0.035630999999999996,1.1116329898143958e+48,1.0395250933464596e+48,2.1511580831608552e+48,2.1511580831608552e+48
0.038,24265392451537.414,1.0966216378226385e+48,1.0545605168423789e+48,0.036556,1.1120352917347365e+48,1.039146862930281e+48,2.1511821546650174e+48,2.1511821546650174e+48
0.039,24903955410788.4,1.096633918135892e+48,1.0545723080332879e+48,0.037479,1.1124367503651162e+48,1.0387694758040636e+48,2.1512062261691797e+48,2.1512062261691797e+48
0.04,25542518370039.387,1.0966461984491453e+48,1.0545840992241968e+48,0.0384,1.1128373657055345e+48,1.0383929319678076e+48,2.151230297673342e+48,2.151230297673342e+48
0.041,26181081329290.37,1.0966584787623985e+48,1.054595890415106e+48,0.039319,1.1132371377559914e+48,1.038017231421513e+48,2.1512543691775045e+48,2.1512543691775045e+48
0.042,26819644288541.355,1.096670759075652e+48,1.0546076816060148e+48,0.040236,1.1136360665164873e+48,1.0376423741651795e+48,2.1512784406816667e+48,2.1512784406816667e+48
0.043000000000000003,27458207247792.34,1.0966830393889051e+48,1.0546194727969237e+48,0.041151,1.1140341519870216e+48,1.0372683601988072e+48,2.1513025121858286e+48,2.1513025121858286e+48
0.044,28096770207043.32,1.0966953197021585e+48,1.0546312639878327e+48,0.042064,1.1144313941675948e+48,1.0368951895223964e+48,2.1513265836899912e+48,2.1513265836899912e+48
0.045,28735333166294.31,1.0967076000154118e+48,1.0546430551787417e+48,0.042975,1.1148277930582067e+48,1.0365228621359468e+48,2.1513506551941535e+48,2.1513506551941535e+48
0.046,29373896125545.293,1.0967198803286652e+48,1.0546548463696505e+48,0.043884,1.1152233486588575e+48,1.0361513780394582e+48,2.1513747266983157e+48,2.1513747266983157e+48
0.047,30012459084796.277,1.0967321606419185e+48,1.0546666375605594e+48,0.044791,1.1156180609695469e+48,1.035780737232931e+48,2.151398798202478e+48,2.151398798202478e+48
0.048,30651022044047.26,1.096744440955172e+48,1.0546784287514686e+48,0.045696,1.116011929990275e+48,1.0354109397163654e+48,2.1514228697066405e+48,2.1514228697066405e+48
0.049,31289585003298.246,1.096756721268425e+48,1.0546902199423774e+48,0.046599,1.1164049557210417e+48,1.0350419854897607e+48,2.1514469412108024e+48,2.1514469412108024e+48
0.05,31928147962549.234,1.0967690015816783e+48,1.0547020111332863e+48,0.0475,1.1167971381618472e+48,1.0346738745531174e+48,2.1514710127149647e+48,2.1514710127149647e+48
0.051000000000000004,32566710921800.22,1.0967812818949318e+48,1.0547138023241953e+48,0.048399000000000005,1.1171884773126917e+48,1.0343066069064353e+48,2.1514950842191272e+48,2.1514950842191272e+48
0.052000000000000005,33205273881051.203,1.096793562208185e+48,1.0547255935151043e+48,0.049296,1.1175789731735747e+48,1.0339401825497146e+48,2.1515191557232895e+48,2.1515191557232895e+48
0.053,33843836840302.184,1.0968058425214385e+48,1.054737384706013e+48,0.050191,1.1179686257444966e+48,1.033574601482955e+48,2.1515432272274517e+48,2.1515432272274517e+48
0.054,34482399799553.168,1.0968181228346916e+48,1.054749175896922e+48,0.051084,1.118357435025457e+48,1.0332098637061567e+48,2.1515672987316136e+48,2.1515672987316136e+48
0.055,35120962758804.156,1.096830403147945e+48,1.0547609670878311e+48,0.051975,1.1187454010164562e+48,1.03284596921932e+48,2.1515913702357762e+48,2.1515913702357762e+48
0.056,35759525718055.14,1.0968426834611983e+48,1.05477275827874e+48,0.052864,1.1191325237174941e+48,1.0324829180224442e+48,2.1516154417399384e+48,2.1516154417399384e+48
0.057,36398088677306.125,1.0968549637744517e+48,1.0547845494696489e+48,0.053751,1.119518803128571e+48,1.0321207101155297e+48,2.1516395132441007e+48,2.1516395132441007e+48
0.058,37036651636557.11,1.096867244087705e+48,1.0547963406605579e+48,0.054636,1.1199042392496864e+48,1.0317593454985765e+48,2.151663584748263e+48,2.151663584748263e+48
0.059000000000000004,37675214595808.09,1.0968795244009585e+48,1.0548081318514668e+48,0.055519,1.1202888320808406e+48,1.0313988241715847e+48,2.151687656252425e+48,2.151687656252425e+48
0.06,38313777555059.08,1.0968918047142116e+48,1.0548199230423756e+48,0.05639999999999999,1.1206725816220332e+48,1.031039146134554e+48,2.1517117277565874e+48,2.1517117277565874e+48
0.061,38952340514310.06,1.096904085027465e+48,1.0548317142332848e+48,0.057279000000000004,1.121055487873265e+48,1.0306803113874848e+48,2.1517357992607496e+48,2.1517357992607496e+48
0.062,39590903473561.05,1.0969163653407183e+48,1.0548435054241937e+48,0.058156,1.1214375508345352e+48,1.0303223199303768e+48,2.151759870764912e+48,2.151759870764912e+48
0.063,40229466432812.03,1.0969286456539717e+48,1.0548552966151027e+48,0.05903100000000001,1.1218187705058444e+48,1.02996517176323e+48,2.1517839422690744e+48,2.1517839422690744e+48
0.064,40868029392063.016,1.096940925967225e+48,1.0548670878060115e+48,0.059904,1.1221991468871921e+48,1.0296088668860444e+48,2.1518080137732363e+48,2.1518080137732363e+48
0.065,41506592351314.0,1.0969532062804784e+48,1.0548788789969206e+48,0.060775,1.1225786799785788e+48,1.0292534052988202e+48,2.1518320852773992e+48,2.1518320852773992e+48
0.066,42145155310564.984,1.0969654865937315e+48,1.0548906701878294e+48,0.061644,1.1229573697800038e+48,1.0288987870015572e+48,2.1518561567815608e+48,2.1518561567815608e+48
0.067,42783718269815.97,1.096977766906985e+48,1.0549024613787384e+48,0.06251100000000001,1.1233352162914679e+48,1.0285450119942555e+48,2.1518802282857234e+48,2.1518802282857234e+48
0.068,43422281229066.96,1.0969900472202383e+48,1.0549142525696472e+48,0.063376,1.1237122195129706e+48,1.0281920802769149e+48,2.1519042997898853e+48,2.1519042997898853e+48
0.069,44060844188317.945,1.0970023275334917e+48,1.0549260437605563e+48,0.064239,1.1240883794445122e+48,1.0278399918495358e+48,2.1519283712940482e+48,2.1519283712940482e+48
0.07,44699407147568.93,1.0970146078467448e+48,1.0549378349514653e+48,0.0651,1.1244636960860921e+48,1.027488746712118e+48,2.15195244279821e+48,2.15195244279821e+48
0.07100000000000001,45337970106819.914,1.0970268881599984e+48,1.0549496261423743e+48,0.065959,1.1248381694377113e+48,1.0271383448646613e+48,2.1519765143023727e+48,2.1519765143023727e+48
0.07200000000000001,45976533066070.9,1.0970391684732514e+48,1.054961417333283e+48,0.066816,1.1252117994993686e+48,1.0267887863071658e+48,2.1520005858065343e+48,2.1520005858065343e+48
0.073,46615096025321.875,1.097051448786505e+48,1.054973208524192e+48,0.067671,1.1255845862710652e+48,1.0264400710396318e+48,2.152024657310697e+48,2.152024657310697e+48
0.074,47253658984572.86,1.0970637290997582e+48,1.054984999715101e+48,0.068524,1.1259565297528002e+48,1.026092199062059e+48,2.1520487288148594e+48,2.1520487288148594e+48
0.075,47892221943823.84,1.0970760094130117e+48,1.05499679090601e+48,0.069375,1.1263276299445742e+48,1.0257451703744474e+48,2.1520728003190216e+48,2.1520728003190216e+48
0.076,48530784903074.83,1.097088289726265e+48,1.055008582096919e+48,0.070224,1.1266978868463868e+48,1.0253989849767971e+48,2.152096871823184e+48,2.152096871823184e+48
0.077,49169347862325.81,1.097100570039518e+48,1.0550203732878279e+48,0.07107100000000001,1.1270673004582378e+48,1.0250536428691082e+48,2.152120943327346e+48,2.152120943327346e+48
0.078,49807910821576.8,1.0971128503527715e+48,1.0550321644787369e+48,0.07191600000000001,1.1274358707801279e+48,1.0247091440513804e+48,2.1521450148315083e+48,2.1521450148315083e+48
0.079,50446473780827.79,1.0971251306660248e+48,1.0550439556696458e+48,0.072759,1.1278035978120566e+48,1.024365488523614e+48,2.1521690863356706e+48,2.1521690863356706e+48
0.08,51085036740078.77,1.0971374109792782e+48,1.0550557468605546e+48,0.0736,1.1281704815540241e+48,1.0240226762858087e+48,2.1521931578398328e+48,2.1521931578398328e+48
0.081,51723599699329.76,1.0971496912925315e+48,1.0550675380514636e+48,0.074439,1.1285365220060304e+48,1.0236807073379646e+48,2.152217229343995e+48,2.152217229343995e+48
0.082,52362162658580.74,1.0971619716057849e+48,1.0550793292423726e+48,0.07527600000000001,1.1289017191680753e+48,1.0233395816800821e+48,2.1522413008481573e+48,2.1522413008481573e+48
0.083,53000725617831.73,1.097174251919038e+48,1.0550911204332815e+48,0.07611100000000001,1.1292660730401588e+48,1.0229992993121607e+48,2.1522653723523195e+48,2.1522653723523195e+48
0.084,53639288577082.71,1.0971865322322915e+48,1.0551029116241905e+48,0.07694400000000001,1.1296295836222813e+48,1.0226598602342007e+48,2.1522894438564818e+48,2.1522894438564818e+48
0.085,54277851536333.695,1.0971988125455447e+48,1.0551147028150995e+48,0.07777500000000001,1.1299922509144425e+48,1.0223212644462017e+48,2.152313515360644e+48,2.152313515360644e+48
0.08600000000000001,54916414495584.68,1.097211092858798e+48,1.0551264940060084e+48,0.07860400000000001,1.1303540749166422e+48,1.0219835119481643e+48,2.1523375868648063e+48,2.1523375868648063e+48
0.08700000000000001,55554977454835.664,1.0972233731720514e+48,1.0551382851969174e+48,0.07943100000000002,1.130715055628881e+48,1.0216466027400879e+48,2.1523616583689688e+48,2.1523616583689688e+48
0.088,56193540414086.64,1.0972356534853046e+48,1.0551500763878262e+48,0.080256,1.131075193051158e+48,1.0213105368219728e+48,2.1523857298731307e+48,2.1523857298731307e+48
0.089,56832103373337.63,1.097247933798558e+48,1.0551618675787352e+48,0.081079,1.1314344871834741e+48,1.020975314193819e+48,2.152409801377293e+48,2.152409801377293e+48
0.09,57470666332588.62,1.0972602141118113e+48,1.0551736587696441e+48,0.0819,1.1317929380258289e+48,1.0206409348556265e+48,2.1524338728814552e+48,2.1524338728814552e+48
0.091,58109229291839.6,1.0972724944250647e+48,1.055185449960553e+48,0.082719,1.1321505455782224e+48,1.0203073988073952e+48,2.1524579443856175e+48,2.1524579443856175e+48
0.092,58747792251090.586,1.097284774738318e+48,1.055197241151462e+48,0.083536,1.1325073098406546e+48,1.0199747060491254e+48,2.15248201588978e+48,2.15248201588978e+48
0.093,59386355210341.57,1.0972970550515714e+48,1.055209032342371e+48,0.084351,1.1328632308131257e+48,1.0196428565808167e+48,2.1525060873939426e+48,2.1525060873939426e+48
