shape_lane,interval_index,substep,z_mid,macro_index,mass_relative_residual,ionization_absolute_residual,temperature_relative_residual,J_G1_relative_residual,J_G2a_relative_residual,kappa_G1_relative_residual,kappa_G2a_relative_residual,capacity_violation_max,capacity_slack_min,transfer_relative_residual,kkt_stationarity_max,kkt_complementarity_max,active_capacity_nodes
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,13,1.8406465697207274e-16,2.220446049250313e-16,1.2447311539561035e-16,3.5653414257854706e-15,1.5071248874270407e-15,2.6020852139652106e-18,6.505213034913027e-19,8.112963841460668e+31,-8.112963841460668e+31,1.5458127476764564e-16,4.440892098500626e-16,2.288166186090407e-18,1421
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,14,0.0,0.0,3.734193461868311e-16,3.230761951650293e-15,4.2480549158958334e-16,2.8189256484623115e-18,2.710505431213761e-19,4.056481920730334e+31,-4.056481920730334e+31,0.0,4.440892098500626e-16,3.481953590293876e-18,1421
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,15,1.8242674912024132e-16,3.3306690738754696e-16,2.489462307912207e-16,1.5869507984309094e-15,4.034713176599661e-15,1.1926223897340549e-18,5.421010862427522e-19,2.028240960365167e+31,-2.028240960365167e+31,1.5320572615416874e-16,4.440892098500626e-16,3.550002244702407e-18,1421
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,16,2.2469750245471913e-16,3.3306690738754696e-16,6.223655769780519e-16,1.7336702185030161e-15,2.453989125906049e-16,6.098637220230962e-20,0.0,2.535301200456459e+30,-2.535301200456459e+30,1.8870557193294688e-16,4.440892098500626e-16,3.346127593479062e-18,1421
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,17,0.0,1.1102230246251565e-16,4.978924615824414e-16,3.6112272140370886e-15,1.1333524816971296e-15,2.541098841762901e-21,7.411538288475128e-22,7.922816251426434e+28,-7.922816251426434e+28,0.0,4.440892098500626e-16,3.856496043396355e-18,1421
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,0,1.7429044613648194e-16,3.3306690738754696e-16,0.0,1.3372730518014347e-15,2.594636305925401e-15,4.7704895589362195e-18,5.421010862427522e-19,8.112963841460668e+31,-8.112963841460668e+31,0.0,8.881784197001252e-16,4.08218301814777e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,1,2.030405681440063e-16,1.1102230246251565e-16,2.463911604304645e-16,7.961981925858121e-16,1.0119250242307501e-15,1.8431436932253575e-18,6.2341624917916505e-19,3.0423614405477506e+31,-3.0423614405477506e+31,1.128007669763308e-16,8.881784197001252e-16,3.754625805435862e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,2,1.9504144023259095e-16,1.1102230246251565e-16,1.2319558021523226e-16,1.053021804573678e-15,3.3147786266891232e-15,2.710505431213761e-19,1.2197274440461925e-19,1.0141204801825835e+31,-1.0141204801825835e+31,2.1671357848841697e-16,8.881784197001252e-16,4.843349527532486e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,3,0.0,0.0,0.0,3.340422663473194e-15,7.295578266554259e-16,8.131516293641283e-20,5.421010862427522e-20,5.070602400912918e+30,-5.070602400912918e+30,0.0,4.440892098500626e-16,3.529353220004524e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,4,0.0,3.3306690738754696e-16,1.2319558021523226e-16,2.4877299216469593e-15,6.5493409255793555e-16,1.3552527156068805e-20,1.1858461261560205e-20,3.1691265005705735e+29,-3.1691265005705735e+29,1.3302790342596406e-16,8.881784197001252e-16,5.016682963995551e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,5,1.4612679454078972e-16,0.0,0.0,1.5142869632332637e-15,4.869761644258045e-15,1.5881867761018131e-22,4.764560328305439e-22,1.9807040628566084e+28,-1.9807040628566084e+28,0.0,4.440892098500626e-16,4.457375738346614e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,6,0.0,2.220446049250313e-16,1.2319558021523226e-16,3.4286645653537847e-15,3.0502559411097758e-15,3.469446951953614e-18,6.071532165918825e-18,1.6225927682921336e+32,-1.6225927682921336e+32,2.0101939788815504e-16,4.440892098500626e-16,2.732654326672903e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,7,0.0,1.1102230246251565e-16,3.695867406456968e-16,5.647108578925358e-16,5.662106358098848e-16,1.9081958235744878e-17,3.469446951953614e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.8848024164248378e-16,4.440892098500626e-16,2.3354807211991057e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,8,1.7726560055876539e-16,3.3306690738754696e-16,2.463911604304645e-16,2.0163144255793156e-15,8.986118020030848e-16,3.903127820947816e-18,1.1926223897340549e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,3.79791559249439e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,9,1.8931036248768013e-16,2.220446049250313e-16,2.463911604304645e-16,1.3592018822440008e-15,1.0272338675585629e-15,2.6020852139652106e-18,1.0842021724855044e-19,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,4.014645085887384e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,10,0.0,2.220446049250313e-16,0.0,1.1485932593013067e-15,6.253485194685689e-16,1.4907779871675686e-19,1.3552527156068805e-20,5.070602400912918e+30,-5.070602400912918e+30,0.0,4.440892098500626e-16,4.111750496428869e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,11,0.0,2.220446049250313e-16,3.695867406456968e-16,8.145623310153617e-16,3.1082265589628087e-15,6.3527471044072525e-21,1.5881867761018131e-21,7.922816251426434e+28,-7.922816251426434e+28,1.663975518781721e-16,4.440892098500626e-16,4.119434534751625e-18,1408
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,12,0.0,2.220446049250313e-16,0.0,1.458367815754063e-15,4.000768518468882e-15,3.469446951953614e-18,9.974659986866641e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.7766688906116007e-16,4.440892098500626e-16,3.2179299588193045e-18,1391
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,13,0.0,2.220446049250313e-16,0.0,5.59092430986002e-15,4.19379644510054e-15,8.673617379884035e-19,1.951563910473908e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,2.7222452443769397e-18,1391
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,14,1.352339868445698e-16,2.220446049250313e-16,6.159779010761613e-16,5.266683146854764e-15,4.441769047553856e-15,3.686287386450715e-18,7.047314121155779e-19,2.028240960365167e+31,-2.028240960365167e+31,1.5026058660863541e-16,5.551115123125783e-16,3.478807345723718e-18,1391
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,15,1.7580245226043958e-16,2.220446049250313e-16,1.2319558021523226e-16,3.5977287953929936e-15,0.0,1.0842021724855044e-19,1.1384122811097797e-18,2.028240960365167e+31,-2.028240960365167e+31,0.0,4.440892098500626e-16,3.528555657705822e-18,1391
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,16,2.1647942493699245e-16,1.1102230246251565e-16,1.2319558021523226e-16,1.7088487017642626e-15,5.214556057908902e-15,1.0842021724855044e-19,8.470329472543003e-20,2.535301200456459e+30,-2.535301200456459e+30,1.2026682840134982e-16,4.440892098500626e-16,2.1488848525199556e-18,1391
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5.55,17,0.0,1.1102230246251565e-16,1.2319558021523226e-16,8.89881026773143e-16,1.8635617040172587e-15,3.1763735522036263e-21,2.0117032497289633e-21,7.922816251426434e+28,-7.922816251426434e+28,1.4034054237480534e-16,4.440892098500626e-16,2.6190512286721883e-18,1391
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,0,2.451288716514582e-16,1.1102230246251565e-16,2.5006265975341813e-16,8.819497904250051e-16,9.68926671998576e-15,9.107298248878237e-18,1.4094628242311558e-17,1.6225927682921336e+32,-1.6225927682921336e+32,1.5188816053355675e-16,8.881784197001252e-16,8.604346211261299e-18,1428
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,1,1.6838044014270923e-16,0.0,1.2503132987670907e-16,2.7162269226100865e-15,0.0,2.168404344971009e-19,8.131516293641283e-20,2.028240960365167e+31,-2.028240960365167e+31,2.0866571245406885e-16,8.881784197001252e-16,6.303488790476338e-18,1430
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,2,1.8182249383404619e-16,4.440892098500626e-16,1.2503132987670907e-16,1.5395723602161848e-15,4.00302889213165e-16,3.2526065174565133e-19,8.809142651444724e-20,1.0141204801825835e+31,-1.0141204801825835e+31,1.1266189880457909e-16,8.881784197001252e-16,9.272604986228418e-18,1430
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,3,1.8602023814566909e-16,1.1102230246251565e-16,2.5006265975341813e-16,0.0,1.228117052842031e-15,1.2197274440461925e-19,6.776263578034403e-21,5.070602400912918e+30,-5.070602400912918e+30,1.1526292926495333e-16,8.881784197001252e-16,7.001238418776946e-18,1430
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,4,2.1652696851805605e-16,2.220446049250313e-16,1.2503132987670907e-16,7.831739268053992e-16,2.2383280396376137e-15,1.8634724839594607e-20,3.1763735522036263e-21,3.1691265005705735e+29,-3.1691265005705735e+29,0.0,8.881784197001252e-16,1.0492917159149301e-17,1429
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,5,0.0,1.1102230246251565e-16,1.2503132987670907e-16,1.2347709925671411e-15,3.763285311503578e-16,1.0587911840678754e-22,0.0,1.9807040628566084e+28,-1.9807040628566084e+28,0.0,8.881784197001252e-16,6.450963196500116e-18,1429
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,6,2.085811896777189e-16,1.1102230246251565e-16,3.7509398963012725e-16,2.205665857987125e-15,1.0064081374639767e-15,2.0816681711721685e-17,2.168404344971009e-19,3.2451855365842673e+32,-3.2451855365842673e+32,0.0,8.881784197001252e-16,4.11282970985243e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,7,1.4982491461972143e-16,2.220446049250313e-16,1.2503132987670907e-16,1.502618234341042e-15,2.443332434368812e-15,5.637851296924623e-18,2.3852447794681098e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.8567074967850938e-16,8.881784197001252e-16,9.690630387538847e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,8,1.707756467829297e-16,4.440892098500626e-16,3.7509398963012725e-16,1.8696141002048122e-16,5.744740105320588e-15,6.505213034913027e-19,1.3552527156068805e-18,8.112963841460668e+31,-8.112963841460668e+31,2.1163397586775708e-16,8.881784197001252e-16,6.200038870593701e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,9,1.849749700716971e-16,0.0,0.0,9.000505076203945e-15,7.792434729074875e-15,4.9873299934333204e-18,1.2197274440461925e-18,4.056481920730334e+31,-4.056481920730334e+31,0.0,8.881784197001252e-16,1.2041400931163954e-17,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,10,0.0,2.220446049250313e-16,1.2503132987670907e-16,6.937431593271508e-15,5.5250393448235686e-15,4.743384504624082e-19,6.268043809681823e-20,2.535301200456459e+30,-2.535301200456459e+30,1.4977771725433282e-16,8.881784197001252e-16,8.775270930056133e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,11,1.4803029634217466e-16,1.1102230246251565e-16,1.2503132987670907e-16,1.5672587630685403e-16,1.7881101955945204e-15,2.541098841762901e-21,1.0058516248644817e-21,1.5845632502852868e+29,-1.5845632502852868e+29,1.8344676629213744e-16,8.881784197001252e-16,5.417815793829804e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,12,0.0,1.1102230246251565e-16,3.7509398963012725e-16,5.80104405023842e-16,2.352318942872494e-15,9.540979117872439e-18,6.071532165918825e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.196977715016141e-16,8.881784197001252e-16,6.8053242499528606e-18,1418
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,13,0.0,2.220446049250313e-16,2.5006265975341813e-16,4.7890001784397265e-15,2.9792732734115286e-15,3.469446951953614e-18,1.1926223897340549e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,8.881784197001252e-16,5.958397098940715e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,14,1.1282109723238555e-16,2.220446049250313e-16,2.5006265975341813e-16,2.887861553914891e-15,9.928129870294625e-16,2.168404344971009e-19,8.131516293641283e-20,4.056481920730334e+31,-4.056481920730334e+31,2.796274271987031e-16,8.881784197001252e-16,5.6458577064141064e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,15,1.8800764142397677e-16,3.3306690738754696e-16,3.7509398963012725e-16,1.734799769208299e-15,2.2106549375479442e-15,4.87890977618477e-19,2.168404344971009e-19,2.028240960365167e+31,-2.028240960365167e+31,1.1649437550850198e-16,8.881784197001252e-16,5.964834485174536e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,16,1.1733585372580113e-16,0.0,1.2503132987670907e-16,2.008368358076663e-15,2.2565110643945243e-15,4.743384504624082e-20,6.776263578034403e-21,1.2676506002282294e+30,-1.2676506002282294e+30,1.4540863234084404e-16,8.881784197001252e-16,5.243482752137329e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5.95,17,0.0,1.1102230246251565e-16,1.2503132987670907e-16,2.978692915981838e-15,1.684876407190509e-15,8.470329472543003e-22,1.2176098616780567e-21,3.961408125713217e+28,-3.961408125713217e+28,1.7002220858337904e-16,8.881784197001252e-16,5.222946478280137e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,0,0.0,4.440892098500626e-16,0.0,8.433999175136002e-15,6.754065279800292e-16,3.3393426912553537e-17,1.0842021724855044e-18,3.2451855365842673e+32,-3.2451855365842673e+32,1.9645460067582165e-16,8.881784197001252e-16,8.50014525044149e-18,1428
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,1,0.0,0.0,0.0,1.612242070305779e-15,1.1349979515986013e-15,0.0,1.6263032587282567e-19,1.0141204801825835e+31,-1.0141204801825835e+31,1.3493876160122787e-16,8.881784197001252e-16,8.890817876691988e-18,1429
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,2,3.5965141543350996e-16,2.220446049250313e-16,3.7516401994570456e-16,9.51903826575407e-16,1.9811685091728707e-15,1.8973538018496328e-19,3.3881317890172014e-20,1.0141204801825835e+31,-1.0141204801825835e+31,0.0,8.881784197001252e-16,8.226797166340375e-18,1430
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,3,1.8397641081592624e-16,2.220446049250313e-16,1.2505467331523485e-16,5.785604477080238e-16,2.210241654718768e-16,1.4907779871675686e-19,7.792703114739563e-20,2.535301200456459e+30,-2.535301200456459e+30,1.4907318482639858e-16,8.881784197001252e-16,1.0737732113131574e-17,1429
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,4,0.0,2.220446049250313e-16,1.2505467331523485e-16,0.0,1.9201648512567362e-15,8.470329472543003e-21,5.293955920339377e-21,3.1691265005705735e+29,-3.1691265005705735e+29,1.7351944816049924e-16,8.881784197001252e-16,7.307394701959994e-18,1429
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,5,1.3161017259079915e-16,0.0,5.002186932609394e-16,2.578757235848376e-15,7.450060992403654e-16,6.352747104407253e-22,3.970466940254533e-23,9.903520314283042e+27,-9.903520314283042e+27,2.1328329535999427e-16,8.881784197001252e-16,8.072716385227608e-18,1429
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,6,2.0630103847104888e-16,2.220446049250313e-16,2.501093466304697e-16,0.0,6.226110787128246e-16,1.734723475976807e-18,8.673617379884035e-19,3.2451855365842673e+32,-3.2451855365842673e+32,1.671624786106022e-16,8.881784197001252e-16,1.0610766587336117e-17,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,7,1.4818334437348289e-16,1.1102230246251565e-16,5.002186932609394e-16,1.4864886734655303e-15,2.0729959695956215e-15,1.0842021724855044e-17,5.421010862427522e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.2007062745714686e-16,8.881784197001252e-16,6.497190386507029e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,8,1.689030558397423e-16,2.220446049250313e-16,5.002186932609394e-16,2.959272150640099e-15,8.748220407582373e-16,3.686287386450715e-18,1.0842021724855044e-19,8.112963841460668e+31,-8.112963841460668e+31,2.737189659182303e-16,8.881784197001252e-16,7.357095310352371e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,9,1.829455480442418e-16,2.220446049250313e-16,2.501093466304697e-16,7.914569705643585e-16,8.227437352283363e-15,3.144186300207963e-18,1.6263032587282567e-18,4.056481920730334e+31,-4.056481920730334e+31,1.4823789297668572e-16,8.881784197001252e-16,7.974898976997572e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,10,1.195343909464506e-16,4.440892098500626e-16,1.2505467331523485e-16,1.2709190914427847e-15,1.2718315865618748e-16,1.1519648082658485e-19,8.470329472543003e-21,2.535301200456459e+30,-2.535301200456459e+30,0.0,8.881784197001252e-16,5.291088747298303e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,11,1.4640464034474723e-16,2.220446049250313e-16,1.2505467331523485e-16,4.651305993327015e-16,1.4481274669812837e-15,5.293955920339377e-21,1.164670302474663e-21,7.922816251426434e+28,-7.922816251426434e+28,0.0,8.881784197001252e-16,5.343345114087669e-18,1426
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,12,0.0,2.220446049250313e-16,1.2505467331523485e-16,1.836407641622558e-15,4.021793880033423e-15,2.6020852139652106e-18,3.0357660829594124e-18,6.490371073168535e+32,-6.490371073168535e+32,0.0,8.881784197001252e-16,6.725316221344903e-18,1417
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,13,0.0,2.220446049250313e-16,1.2505467331523485e-16,1.3817981318227322e-15,2.1064201092845802e-16,2.168404344971009e-18,1.4094628242311558e-18,8.112963841460668e+31,-8.112963841460668e+31,1.3710772315087487e-16,8.881784197001252e-16,6.452358701597415e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,14,0.0,1.1102230246251565e-16,2.501093466304697e-16,1.298573804626007e-16,1.4038868198505674e-16,5.421010862427522e-20,5.963111948670274e-19,2.028240960365167e+31,-2.028240960365167e+31,1.8083479489346832e-16,8.881784197001252e-16,5.664705438933271e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,15,0.0,2.220446049250313e-16,1.2505467331523485e-16,1.2871334258712967e-15,9.725257914966896e-16,0.0,5.421010862427522e-20,1.0141204801825835e+31,-1.0141204801825835e+31,1.5067299184849863e-16,8.881784197001252e-16,4.129728678652719e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,16,1.1605157867178515e-16,1.1102230246251565e-16,3.7516401994570456e-16,9.271779634324854e-16,5.264850684707173e-15,1.3552527156068805e-20,3.8963515573697816e-20,1.2676506002282294e+30,-1.2676506002282294e+30,0.0,8.881784197001252e-16,5.9182665402638055e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5.95,17,2.7139184881511117e-16,1.1102230246251565e-16,0.0,3.10180917978836e-16,0.0,1.7999450129153882e-21,1.1117307432712692e-21,3.961408125713217e+28,-3.961408125713217e+28,0.0,8.881784197001252e-16,5.183819147722734e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,0,0.0,1.1102230246251565e-16,0.0,2.2423072637809074e-15,2.8239316281116625e-15,7.37257477290143e-18,1.951563910473908e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,8.881784197001252e-16,7.372017802060036e-18,1395
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,1,0.0,0.0,0.0,2.4728823670647086e-15,1.0412077434913032e-14,6.505213034913027e-19,2.1412992906588713e-18,2.028240960365167e+31,-2.028240960365167e+31,0.0,8.881784197001252e-16,5.1123546550371515e-18,1397
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,2,1.152985142507471e-16,2.220446049250313e-16,0.0,4.847686901756526e-15,1.2689586314295202e-15,5.963111948670274e-19,5.421010862427522e-20,1.0141204801825835e+31,-1.0141204801825835e+31,1.61479091608541e-16,8.881784197001252e-16,5.3134852521742695e-18,1397
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,3,1.1809942379944555e-16,2.220446049250313e-16,1.2509804223174897e-16,3.8065116242858514e-15,2.326126182541356e-16,2.710505431213761e-19,5.421010862427522e-20,5.070602400912918e+30,-5.070602400912918e+30,1.6540185100002716e-16,8.881784197001252e-16,7.222961034892606e-18,1397
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,4,2.816734274566392e-16,1.1102230246251565e-16,1.2509804223174897e-16,2.1094253663363e-15,9.532225904391372e-16,3.3881317890172014e-20,7.623296525288703e-21,3.1691265005705735e+29,-3.1691265005705735e+29,1.972461201756884e-16,8.881784197001252e-16,5.975821976766434e-18,1397
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,5,1.726921419803893e-16,0.0,0.0,1.8693864506510077e-14,3.3754594989602576e-15,7.940933880509066e-21,2.6469779601696886e-22,9.903520314283042e+27,-9.903520314283042e+27,1.2093031031727176e-16,8.881784197001252e-16,6.253711016415145e-18,1397
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,6,0.0,1.1102230246251565e-16,0.0,3.935111874760847e-16,3.413600481502395e-15,4.336808689942018e-18,9.540979117872439e-18,3.2451855365842673e+32,-3.2451855365842673e+32,0.0,8.881784197001252e-16,5.7840190923320376e-18,1393
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,7,1.975271563005869e-16,1.1102230246251565e-16,2.5019608446349793e-16,1.6695021557010467e-15,3.302858145746922e-15,1.6479873021779667e-17,1.3010426069826053e-18,3.2451855365842673e+32,-3.2451855365842673e+32,1.3832140845314663e-16,8.881784197001252e-16,4.9051342406839056e-18,1392
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,8,2.207327768254582e-16,1.1102230246251565e-16,2.5019608446349793e-16,3.6142762352452824e-16,1.9738750494458987e-15,3.903127820947816e-18,1.1926223897340549e-18,8.112963841460668e+31,-8.112963841460668e+31,1.5457149869463665e-16,8.881784197001252e-16,7.958459384264436e-18,1392
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,9,0.0,4.440892098500626e-16,1.2509804223174897e-16,8.744935381439897e-15,8.272870722537784e-15,1.3877787807814457e-17,2.3310346708438345e-18,4.056481920730334e+31,-4.056481920730334e+31,0.0,8.881784197001252e-16,5.673915631756093e-18,1392
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,10,1.5671011514069215e-16,2.220446049250313e-16,1.2509804223174897e-16,1.0076582310020065e-14,8.76255490412973e-15,1.179069862577986e-18,2.1006417091906648e-19,5.070602400912918e+30,-5.070602400912918e+30,2.19477303790364e-16,8.881784197001252e-16,6.178261781744227e-18,1392
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,11,1.915276576302312e-16,3.3306690738754696e-16,3.7529412669524693e-16,1.2095970745519215e-14,2.4431649328411488e-15,4.277516383634217e-20,6.352747104407253e-22,7.922816251426434e+28,-7.922816251426434e+28,1.3412016786608759e-16,8.881784197001252e-16,6.263749430446954e-18,1392
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,12,0.0,1.1102230246251565e-16,0.0,3.4316270219415936e-16,7.354697902158269e-16,1.734723475976807e-18,2.6020852139652106e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,8.881784197001252e-16,4.35777692574917e-18,1376
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,13,1.163294911249585e-16,2.220446049250313e-16,3.7529412669524693e-16,6.309613955981549e-16,2.5809761315905925e-16,5.637851296924623e-18,4.445228907190568e-18,8.112963841460668e+31,-8.112963841460668e+31,1.6292300621749261e-16,8.881784197001252e-16,5.00128189653231e-18,1376
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,14,2.0818138775600418e-16,1.1102230246251565e-16,0.0,1.1304785080663399e-15,4.3753895152480435e-15,1.3010426069826053e-18,1.5720931501039814e-18,2.028240960365167e+31,-2.028240960365167e+31,2.9156439354921843e-16,8.881784197001252e-16,4.373647748328675e-18,1376
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,15,1.2600333301164615e-16,0.0,0.0,0.0,2.33932618706545e-15,5.421010862427522e-20,0.0,2.028240960365167e+31,-2.028240960365167e+31,0.0,8.881784197001252e-16,5.3214599219161125e-18,1376
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,16,3.1545143770161344e-16,1.1102230246251565e-16,1.2509804223174897e-16,1.6574200810501342e-15,4.751117390740988e-15,0.0,9.486769009248164e-20,1.2676506002282294e+30,-1.2676506002282294e+30,0.0,8.881784197001252e-16,6.063931356863497e-18,1376
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5.85,17,1.8521423951996163e-16,2.220446049250313e-16,1.2509804223174897e-16,3.730370786337112e-15,1.0042399360667829e-15,3.1763735522036263e-21,1.0587911840678754e-22,7.922816251426434e+28,-7.922816251426434e+28,0.0,8.881784197001252e-16,6.2154552929912666e-18,1376
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,0,1.3554071696371012e-16,3.3306690738754696e-16,0.0,4.098570861895661e-15,7.015305736933369e-15,1.8214596497756474e-17,5.854691731421724e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.5960924514586455e-16,8.881784197001252e-16,5.479083927384468e-18,1400
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,1,1.1220289666452839e-16,2.220446049250313e-16,1.247979522413724e-16,1.0566290878129933e-15,6.158579106974956e-15,1.4094628242311558e-18,1.5449880957918438e-18,4.056481920730334e+31,-4.056481920730334e+31,1.3212723114486473e-16,8.881784197001252e-16,1.0042980713686675e-17,1408
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,2,2.3294807816143736e-16,4.440892098500626e-16,4.991918089654896e-16,6.086191381710334e-15,6.181156128027333e-16,7.589415207398531e-19,1.8973538018496328e-19,1.0141204801825835e+31,-1.0141204801825835e+31,0.0,8.881784197001252e-16,6.0378656430635166e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,3,1.1933695235842209e-16,2.220446049250313e-16,1.247979522413724e-16,2.3493466780812836e-15,1.4729868552970705e-15,1.8973538018496328e-19,4.0657581468206416e-20,5.070602400912918e+30,-5.070602400912918e+30,1.405281107450206e-16,8.881784197001252e-16,4.450450110651592e-18,1408
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5.85,4,2.8476240011332823e-16,3.3306690738754696e-16,3.7439385672411724e-16,8.412402526589646e-16,4.6431912832567505e-16,2.710505431213761e-20,5.505714157152952e-21,6.338253001141147e+29,-6.338253001141147e+29,0.0,8.881784197001252e-16,7.828245795649624e-18,1408
