interval_index,node_count,quantity,candidate_average,GL256_average,absolute_variation_average,dense_relative_residual,next_node_count,nested_relative_delta
4,33,absorption_G1_s-1_cMpc-3,3.2262755146524437e+50,3.226275520475006e+50,3.226275520475006e+50,1.8047319027507294e-09,65.0,1.835965809749583e-09
4,33,absorption_G2a_s-1_cMpc-3,1.3607238382467684e+50,1.3607238422858393e+50,1.3607238422858393e+50,2.968325223454089e-09,65.0,3.016428395035668e-09
4,33,absorption_G2b_s-1_cMpc-3,6.663755324566777e+48,6.66375534055354e+48,6.66375534055354e+48,2.399062072984804e-09,65.0,2.3990353859055386e-09
4,33,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,65.0,0.0
4,33,thermal_photoheat_erg_cm-3_s-1,6.428385313834611e-33,6.428385320794632e-33,6.428385320794632e-33,1.0827012683438904e-09,65.0,1.0829032886387614e-09
4,33,thermal_photoheat_H_erg_cm-3_s-1,5.1561280311537825e-33,5.1561280313274245e-33,5.1561280313274245e-33,3.36768119197241e-11,65.0,3.390532451783662e-11
4,33,thermal_photoheat_HeI_erg_cm-3_s-1,1.2722572826808294e-33,1.2722572894672073e-33,1.2722572894672073e-33,5.33412385696206e-09,65.0,5.334217838582304e-09
4,33,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,65.0,0.0
4,33,thermal_threshold_H_erg_cm-3_s-1,1.0426805250466178e-32,1.042680525086571e-32,1.042680525086571e-32,3.8317864286153916e-11,65.0,3.868980975583548e-11
4,33,thermal_threshold_HeI_erg_cm-3_s-1,2.61735960393667e-33,2.6173596185146165e-33,2.6173596185146165e-33,5.56971471349459e-09,65.0,5.569938226814025e-09
4,33,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,65.0,0.0
4,33,thermal_recombination_cooling_erg_cm-3_s-1,8.231402686596163e-34,8.231402686595544e-34,8.231402686595544e-34,7.522729133912266e-14,65.0,7.522729133912266e-14
4,33,thermal_excitation_cooling_erg_cm-3_s-1,4.862459900510042e-35,4.862459900660185e-35,4.862459900660185e-35,3.087801137897012e-11,65.0,3.0820625479358457e-11
4,33,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.0678374317022995e-36,1.0678374317365318e-36,1.0678374317365318e-36,3.205756629809157e-11,65.0,3.199718215466999e-11
4,33,thermal_free_free_cooling_erg_cm-3_s-1,7.3633747200325795e-34,7.363374720031902e-34,7.363374720031902e-34,9.199389055713183e-14,65.0,9.280696787266211e-14
4,33,thermal_cooling_total_erg_cm-3_s-1,1.6091701770996767e-33,1.609170177101083e-33,1.609170177101083e-33,8.740095936291059e-13,65.0,8.71883566887125e-13
4,33,thermal_expansion_work_erg_cm-3_s-1,1.4873881814248533e-32,1.4873881814247392e-32,1.4873881814247392e-32,7.67312748333006e-14,65.0,7.783532195320429e-14
4,33,thermal_thermal_rhs_erg_cm-3_s-1,-1.00546666775136e-32,-1.0054666670553846e-32,1.0054666670553846e-32,6.921914290586394e-10,65.0,6.923229031380618e-10
4,65,redshift_threshold_loss_rate_s-1_cMpc-3,5.373645287333142e+48,5.3736452873302095e+48,5.3736452873302095e+48,5.456909591281237e-13,,
4,65,absorption_G1_s-1_cMpc-3,3.2262755205757752e+50,3.226275520475006e+50,3.226275520475006e+50,3.1233907056197997e-11,,
4,65,absorption_G2a_s-1_cMpc-3,1.3607238423512944e+50,1.3607238422858393e+50,1.3607238422858393e+50,4.810317172667866e-11,,
4,65,absorption_G2b_s-1_cMpc-3,6.663755340553362e+48,6.66375534055354e+48,6.66375534055354e+48,2.6687079329362876e-14,,
4,65,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,,
4,65,thermal_photoheat_erg_cm-3_s-1,6.42838532079593e-33,6.428385320794632e-33,6.428385320794632e-33,2.0202029508970768e-13,,
4,65,thermal_photoheat_H_erg_cm-3_s-1,5.156128031328603e-33,5.1561280313274245e-33,5.1561280313274245e-33,2.2851259812026613e-13,,
4,65,thermal_photoheat_HeI_erg_cm-3_s-1,1.2722572894673269e-33,1.2722572894672073e-33,1.2722572894672073e-33,9.398162074650576e-14,,
4,65,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,,
4,65,thermal_threshold_H_erg_cm-3_s-1,1.0426805250869589e-32,1.042680525086571e-32,1.042680525086571e-32,3.7194546969595116e-13,,
4,65,thermal_threshold_HeI_erg_cm-3_s-1,2.6173596185152015e-33,2.6173596185146165e-33,2.6173596185146165e-33,2.2351332067886901e-13,,
4,65,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,,
4,65,thermal_recombination_cooling_erg_cm-3_s-1,8.231402686595544e-34,8.231402686595544e-34,8.231402686595544e-34,0.0,,
4,65,thermal_excitation_cooling_erg_cm-3_s-1,4.862459900659906e-35,4.862459900660185e-35,4.862459900660185e-35,5.738589961343227e-14,,
4,65,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.0678374317364673e-36,1.0678374317365318e-36,1.0678374317365318e-36,6.038414342351273e-14,,
4,65,thermal_free_free_cooling_erg_cm-3_s-1,7.363374720031896e-34,7.363374720031902e-34,7.363374720031902e-34,8.130773155302056e-16,,
4,65,thermal_cooling_total_erg_cm-3_s-1,1.6091701771010797e-33,1.609170177101083e-33,1.609170177101083e-33,2.1260267419827437e-15,,
4,65,thermal_expansion_work_erg_cm-3_s-1,1.4873881814247375e-32,1.4873881814247392e-32,1.4873881814247392e-32,1.1040471199036057e-15,,
4,65,thermal_thermal_rhs_erg_cm-3_s-1,-1.0054666670552524e-32,-1.0054666670553846e-32,1.0054666670553846e-32,1.3147407933127463e-13,,
