shape_lane,interval_index,substep,z_mid,macro_index,tau_Myr,equilibrium_pass,violated_constraints,temperature_min_K,temperature_max_K,minimum_row_capacity_slack,normalized_mass_min,normalized_ionized_H_min,normalized_neutral_H_min,normalized_thermal_min,normalized_capacity_min,normalized_current_min,normalized_mass_cap_slack,normalized_volume_cap_slack,normalized_cycling_slack_min
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5.75,16,300.0,False,NEGATIVE_PHOTON_CURRENT;MACRO_MASS_CAP_EXCEEDED,2931.8371049457996,78201.77457413336,-8.112963841460668e+31,5.167440333218887e-209,5.162909620232723e-209,4.530712986164678e-212,3.5224133901009785e-208,6.094145456761041e-210,-0.0006128340242888715,-0.2657445842592306,0.6179027008551692,-1.1197860650472355e-17
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5.75,17,300.0,False,NEGATIVE_PHOTON_CURRENT;MACRO_MASS_CAP_EXCEEDED,2931.3426240304652,78166.76692735474,-2.535301200456459e+30,5.231340230741722e-209,5.226745974816386e-209,4.5942559253367725e-212,3.5224451694703737e-208,6.106227290466334e-210,-0.0009137717372125772,-0.2704695499452685,0.6131777351691312,-1.3391641257361326e-17
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,0,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.491879656841,79329.87090545832,-1.7794790941610764e+46,1.3731721278664448e-210,1.3718937309421596e-210,1.2783969242852832e-213,3.5199500532685285e-208,8.321707346845645e-210,1.7204241501315122e-212,0.014176991666661956,0.9898463198898343,-0.0007530398966667555
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,1,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.481115400256,74255.430359303,-7.326120643657402e+45,2.4234888176889684e-211,2.4212311477204867e-211,2.257669968481483e-214,3.519950053268528e-208,8.322499757729024e-210,1.6698863306033776e-212,0.0225386655376965,0.9982079937608687,-0.0009169571327326035
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,2,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.4582805802474,74254.93651374805,-3.7117809100602604e+45,2.14090612386141e-211,2.1389114488406174e-211,1.9946750207924682e-214,3.5199500532685277e-208,8.322656432279152e-210,1.664976563615346e-212,0.022747616347253925,0.9984169445704262,-0.000933775224817868
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,3,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.4421818304136,74254.58834826903,-1.8525607263417195e+45,2.155018557906097e-211,2.153010554833906e-211,2.008003072191045e-214,3.5199500532685272e-208,8.322766885834129e-210,1.6664697738096102e-212,0.02273718115577591,0.9984065093789483,-0.0009303025488952789
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,4,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.4160273897833,74254.0227097291,-1.8395892601506333e+44,2.1416606485174254e-211,2.13966480219333e-211,1.9958463240951623e-214,3.5199500532685264e-208,8.322946325532229e-210,1.6683252600738363e-212,0.022747058427249802,0.998416386650422,-0.0009264444607560166
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,5,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.4129180127675,74253.95546365417,-4.687907152664217e+42,2.0973331948307767e-211,2.0953786241893246e-211,1.954570641452024e-214,3.519950053268526e-208,8.322967657772766e-210,1.6676423252359688e-212,0.022779835584293594,0.9984491638074658,-0.0009287997981945828
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,6,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.500488790747,79376.39303508667,-1.0276329317821496e+47,2.0671288690629047e-210,2.0652045119015723e-210,1.924357161332233e-213,3.5199500532685264e-208,7.612733028623863e-210,1.6088306376366416e-212,0.029175594267830767,0.984714978656343,-0.0012961425142696175
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,7,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.5450423767047,77571.95521431889,-9.513043028707394e+46,9.515304172390326e-211,9.506443068032271e-211,8.861104358056241e-214,3.5199500532685277e-208,7.613327104885016e-210,1.5895635144641819e-212,0.03742469107175124,0.9929640754602634,-0.0013607039803268507
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,8,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.5113840185745,77547.57610596123,-4.4140229981481777e+46,7.696822109916943e-211,7.68965312194771e-211,7.168987969234659e-214,3.519950053268528e-208,7.613655325694438e-210,1.582433511391232e-212,0.03876933569231442,0.9943087200808268,-0.0013858874434644994
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,9,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.494491211962,77547.19457345415,-2.093093303622374e+46,7.296620490721505e-211,7.289823621369536e-211,6.796869351969525e-214,3.5199500532685277e-208,7.613820050006807e-210,1.580736553372985e-212,0.03906525775033016,0.9946046421388424,-0.0013928890054251014
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,10,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.468582607773,77546.60941463847,-1.963747518361109e+45,6.776324400301241e-211,6.7700112829744705e-211,6.313117326770209e-214,3.5199500532685285e-208,7.614072680208866e-210,1.57853316530027e-212,0.039449981555706656,0.9949893659442188,-0.0014024507949680642
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,11,10.0,False,CYCLING_CAPACITY_DEFICIT,3433.4631648088794,77521.70314392968,-4.995480492520798e+43,6.628231843858988e-211,6.622056510128346e-211,6.175333730642337e-214,3.5199500532685277e-208,7.614125506901007e-210,1.5778273526891987e-212,0.03955948599541208,0.9950988703839244,-0.0014051941079330013
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,12,10.0,False,CYCLING_CAPACITY_DEFICIT,2942.481832224595,80176.83076042894,-3.6522219720144147e+46,1.1431946049253749e-209,1.1421305260905699e-209,1.0640788348049576e-212,3.5199500532685272e-208,5.878204046872886e-210,1.4021465317714428e-212,0.03194056940176238,0.9154684828906712,-0.0008336902425152172
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,13,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.4991873602366,80148.55852881217,-1.9421388197519374e+46,3.839431371956529e-210,3.83585709291005e-210,3.574279046479471e-213,3.5199500532685285e-208,5.878578466635695e-210,1.3881687074417904e-212,0.08808208560395582,0.9716099990928646,-0.0006890914665353148
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,14,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.5050105234077,79330.2009142115,-1.7741788109672966e+45,1.2978830492092481e-210,1.2966748409141841e-210,1.208208295063952e-213,3.519950053268528e-208,5.878494140323744e-210,1.3537047808824922e-212,0.10687511826898674,0.9904030317578956,-0.0003306564263190075
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,15,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.4799912948215,79405.58843670924,-4.231070466427989e+45,3.1677772727611825e-210,3.1648279208470256e-210,2.9493519141575415e-213,3.519950053268529e-208,5.878856442473222e-210,1.384105893945077e-212,0.09304851386849332,0.9765764273574021,-0.0006491605072522086
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,16,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.4711901380865,79405.36703152648,-4.212523214476401e+44,3.1432988863073105e-210,3.140372169200605e-210,2.926717106705591e-213,3.5199500532685277e-208,5.878983887872762e-210,1.3839836621944195e-212,0.09322951499764665,0.9767574284865554,-0.0006491800704804985
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,17,10.0,False,CYCLING_CAPACITY_DEFICIT,3156.469643793266,79405.32813109917,-1.1212931754873262e+43,3.2002337408931134e-210,3.197253984038323e-210,2.9797568547904905e-213,3.5199500532685272e-208,5.879006279564291e-210,1.38441042191294e-212,0.09280852021567325,0.9763364337045821,-0.0006538947918329769
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,0,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3109.504358124523,70229.71497512748,-5.954666248001354e+47,7.992716222481923e-211,7.971869406411219e-211,2.084681607070333e-213,3.519950053268536e-208,-7.095333121523326e-09,-7.506897004622826e-06,0.018420598153318576,0.994089926376491,-0.027976639212922046
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,1,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3067.7035630353325,66264.05081549204,-1.935036451320802e+47,1.2670407370515228e-211,1.263461911199962e-211,3.5788258515607847e-214,3.5199500532685368e-208,-3.532169032325122e-07,-5.435336882446919e-06,0.023393780758615826,0.9990631089817881,-0.02833078419889413
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,2,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3371.6301494340946,66036.18765695882,-9.612296296252802e+46,1.0942205924958587e-211,1.0910766007242321e-211,3.143991771626538e-214,3.5199500532685264e-208,-5.711186121163484e-07,-5.222631689853169e-06,0.023521569579026656,0.9991908978021989,-0.028589474376068243
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,3,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3364.023111596613,65887.1974783552,-4.839579155153879e+46,1.0836344841139492e-211,1.0804822131664442e-211,3.152270947505029e-214,3.5199500532685346e-208,-7.694445354624645e-07,-5.2595865336536974e-06,0.023529397290931092,0.9991987255141033,-0.028951039912255994
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,4,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3351.1171351731264,65608.91104551131,-4.861457876682897e+45,1.0481800982794722e-211,1.0450674605132056e-211,3.1126377662666384e-214,3.5199500532685117e-208,-1.134062095042262e-06,-5.3039710080862e-06,0.023555613413801645,0.9992249416369741,-0.02952988284181998
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,5,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3349.5355840836805,65577.94708914783,-1.2354433677141904e+44,1.0231394315677293e-211,1.0200935576614322e-211,3.0458739062971787e-214,3.5199500532685126e-208,-1.183934758393786e-06,-5.276046703272244e-06,0.02357412929497754,0.9992434575181498,-0.029567113969234088
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,6,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,2861.5036210403314,71897.78547785584,-1.759858573319431e+48,1.2131293344602911e-210,1.2099841778116937e-210,3.145156648597487e-213,3.5199500532685087e-208,-2.4501251877597035e-07,-2.0523715157218635e-05,0.03549034382661928,0.9910297282151316,-0.02452795612204077
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,7,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3091.945241031756,69787.59192481173,-1.6291430348960807e+48,5.28683629674889e-211,5.272566602857761e-211,1.4269693891129453e-213,3.5199500532685424e-208,-1.0062855278297316e-06,-1.8531481117626298e-05,0.04055135737192472,0.996090741760437,-0.026456335880081706
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,8,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3079.549867881796,69459.60890229001,-7.559174074587749e+47,4.143552474079721e-211,4.132102812848944e-211,1.1449661230776514e-213,3.5199500532685424e-208,-1.6809216153052176e-06,-1.7848063107176683e-05,0.04139673851351161,0.9969361229020239,-0.027360503789876086
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,9,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3073.024142714717,69312.42040482892,-3.5844980062571504e+47,3.8648679029937e-211,3.854057791869831e-211,1.0810111123868722e-213,3.519950053268529e-208,-2.1163191013084548e-06,-1.7658952834944185e-05,0.041602806924675946,0.9971421913131883,-0.027712435873447874
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,10,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3062.5899923948814,69028.17399983553,-3.3629886695332017e+46,3.499205745762205e-211,3.4892294454584416e-211,9.976300303763501e-214,3.5199500532685467e-208,-2.86281736583395e-06,-1.740286169536042e-05,0.04187318938420712,0.9974125737727193,-0.02823921571144062
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,11,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3060.339810899711,68977.45682249055,-8.554941069635123e+44,3.4043091435660067e-211,3.3945637514873955e-211,9.745392078611005e-214,3.519950053268539e-208,-3.0400108992757553e-06,-1.732822441458946e-05,0.04194335900989993,0.9974827433984123,-0.028366038853601304
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,12,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,2869.0052561418056,72866.64826259638,-1.3519908639388143e+48,6.865681245016682e-210,6.848177894338357e-210,1.7503350678324415e-212,3.5199500532685445e-208,-9.438715630922676e-11,-1.7734761858867392e-05,0.06570501246001897,0.9492329259489278,-0.033714367654721654
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,13,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,2860.914609693149,71943.3066160626,-8.64802902479987e+47,2.250446267509638e-210,2.2446064852285852e-210,5.839782281052722e-213,3.5199500532685415e-208,-4.056983975377785e-10,-1.5170148011172148e-05,0.0998315568632073,0.9833594703521161,-0.033936882930061245
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,14,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,3114.0907043642214,70333.29990445904,-1.6106461451369358e+47,7.649596872861466e-211,7.629826555419653e-211,1.9770317441813702e-213,3.5199500532685506e-208,-3.120016326760961e-10,-1.0029744668040193e-05,0.11081572646397594,0.9943436399528848,-0.033116159496726034
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,15,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,2854.6452803672964,71771.81943052623,-1.9993964755776486e+47,1.8228263443433155e-210,1.8180318780798544e-210,4.7944662634611896e-213,3.5199500532685515e-208,-1.5905204043101188e-09,-1.4451871578939974e-05,0.10299351727621882,0.9865214307651277,-0.03424213661216181
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,16,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,2851.6921496092596,71697.5714779069,-1.9924975788408783e+46,1.7933016921765058e-210,1.788555069551227e-210,4.746622625278773e-213,3.519950053268525e-208,-2.9292925030695844e-09,-1.4404162527013969e-05,0.10321183213084055,0.9867397456197493,-0.03442089133864383
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,17,100.0,False,NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,2851.168030888069,71684.39402483564,-5.2677665968255426e+44,1.8230221725819503e-210,1.8181915050271887e-210,4.830667554761527e-213,3.519950053268517e-208,-3.195769728683549e-09,-1.4469967596693724e-05,0.1029920692587043,0.9865199827476131,-0.03446191195642005
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,0,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.0888562260901213e+48,-0.00012503683191861727,-0.00013739464414968636,3.8932988466629116e-213,-0.03297559984530692,-0.0008631787002377552,-0.010176569231374347,0.02793964274598345,1.0036089709691558,-0.06174707276302905
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,1,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-6.85715009491813e+47,-3.3996863998237183e-05,-3.6072246262254515e-05,6.542376266623322e-214,-0.03297559984530693,-0.0019514367206161223,-0.009866160512024687,0.025311932204889687,1.000981260428062,-0.06462609086540332
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,2,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-3.4089102325589166e+47,-3.211663061477364e-05,-3.3931568565239246e-05,5.72208128974943e-214,-0.03297559984530689,-0.0022924990097353075,-0.00984059608496077,0.02525766253416918,1.0009269907573415,-0.06548290147353289
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,3,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.7151042979390025e+47,-3.3807158050160006e-05,-3.5620965564798636e-05,5.719035082048959e-214,-0.03297559984530703,-0.0025411832984959023,-0.009854589877594232,0.025306456672210376,1.0009757848953826,-0.06628511360376364
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,4,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.721155902801239e+46,-3.5985242083839955e-05,-3.776666545820246e-05,5.6177681482109504e-214,-0.03297559984530699,-0.002994080276347651,-0.00987229831311313,0.02536932328459423,1.0010386515077665,-0.06759033790084386
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,5,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-4.374446391906658e+44,-3.5518410062542984e-05,-3.726050070766673e-05,5.493830491066589e-214,-0.03297559984530716,-0.0030554048604740807,-0.009868376652013223,0.025355848989168775,1.001025177212341,-0.06771563603001032
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,6,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-6.233661200911217e+48,-0.00017997468788237555,-0.00019865080276565688,5.88359264508302e-213,-0.03297559984530654,-0.0012783830263955456,-0.008762001146116213,0.04965527236809144,1.0051946567566037,-0.052643330154651245
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,7,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-5.450720347029827e+48,-0.00010755271541095494,-0.00011593083825478606,2.640196984805979e-213,-0.032975599845307034,-0.0017930557222631198,-0.008609830259723252,0.04756493792688869,1.003104322315401,-0.05382619916627669
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,8,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.4810166191319688e+48,-9.80409156460737e-05,-0.00010472010719954335,2.1051852148186362e-213,-0.03297559984530645,-0.002141656902292154,-0.008555767675248748,0.047290396348306334,1.0028297807368185,-0.054677380045724616
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,9,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.1723970261675963e+48,-9.819728156716856e-05,-0.00010448266197575502,1.9812413177082196e-213,-0.03297559984530688,-0.0023425375505617403,-0.008543827639950183,0.04729490957901711,1.0028342939675294,-0.05518978127025368
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,10,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.0955295681752564e+47,-9.867878307135687e-05,-0.00010444971212879647,1.8193368078244165e-213,-0.03297559984530667,-0.0026564976661258475,-0.008528704004478504,0.04730880728358589,1.0028481916720982,-0.05600910118192828
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,11,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.7823433823051638e+45,-9.80529269335648e-05,-0.00010368418215116438,1.7753567369977895e-213,-0.032975599845306715,-0.0027234039990762762,-0.00852359795183182,0.047290743033256574,1.0028301274217688,-0.05617467505664427
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,12,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-4.319267069565713e+48,-0.0008651698886296864,-0.0009696077745379011,3.2897105270610426e-212,-0.03297559984530727,-0.0016083375583630251,-0.007808366895453922,0.1414437125795161,1.024971626068425,-0.06191519022230448
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,13,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.7704294231389394e+48,-0.000336597189336546,-0.0003712652043719596,1.0921645168797029e-212,-0.03297559984530709,-0.001833689476206954,-0.007664426163365153,0.1261873797248994,1.0097152932138083,-0.06264083883803002
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,14,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-5.1957683209853725e+47,-0.00011027907745672064,-0.00012202929771754833,3.701617828929339e-213,-0.03297559984530664,-0.0018054631182281124,-0.007300209082721326,0.11965510053135703,1.003183014020266,-0.06261375357019715
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,15,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-6.410051288674168e+47,-0.00030591004578400105,-0.0003342637248740798,8.933333951786674e-213,-0.03297559984530663,-0.002030576248297298,-0.007622591926093301,0.12530164862864487,1.0088295621175536,-0.06319179999098821
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,16,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-6.387942831340951e+46,-0.00031637369731542795,-0.00034439469821537965,8.828943132660284e-213,-0.03297559984530635,-0.0021201413372658687,-0.0076215080064575575,0.1256036637551389,1.0091315772440477,-0.0634404213788088
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5.75,17,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.6886936422279467e+45,-0.00032439879221067363,-0.00035290702267333723,8.98253732531254e-213,-0.03297559984530694,-0.002135439170249669,-0.0076259748013133635,0.1258352941800084,1.0093632076689172,-0.06348155428556826
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5.65,0,10.0,False,CYCLING_CAPACITY_DEFICIT,3392.6387249268364,72831.35459235181,-5.330171161948597e+46,3.0136489721900325e-211,3.0109709867275614e-211,2.677985462471146e-214,3.5278911073623366e-208,8.310621254840591e-210,2.1088742567504303e-212,0.016369434821517256,0.9977716102004276,-0.005110030503620739
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5.65,1,10.0,False,CYCLING_CAPACITY_DEFICIT,3716.935650583918,68738.34805664509,-1.745970062688936e+46,3.372929838115456e-212,3.3699118844969357e-212,3.0179536185206133e-215,3.530864253540379e-208,8.324715972867729e-210,2.1054049099952363e-212,0.018348419248556597,0.999750594627467,-0.006889001335496932
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5.65,2,10.0,False,CYCLING_CAPACITY_DEFICIT,3722.684330016622,68812.80215579287,-8.64374623307642e+45,3.298498594004983e-212,3.29555252041684e-212,2.946073588143293e-215,3.5300862218238486e-208,8.32136880392012e-210,2.090160406450291e-212,0.01835392293616838,0.9997560983150787,-0.006388501426275652
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5.65,3,10.0,False,CYCLING_CAPACITY_DEFICIT,3725.515576809488,68908.60851357091,-4.353747015220726e+45,3.505286937065734e-212,3.502158933802445e-212,3.1280032632888887e-215,3.5297036631486614e-208,8.319641177993321e-210,2.0882240522539814e-212,0.018338632335351927,0.9997408077142622,-0.006180575906045066
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5.65,4,10.0,False,CYCLING_CAPACITY_DEFICIT,3724.689357785162,68898.41312012447,-4.374037147288293e+44,3.4310935579820865e-212,3.4280309727779377e-212,3.0625852041488926e-215,3.529815259485273e-208,8.32015096606123e-210,2.0980197987884838e-212,0.018344118434452106,0.9997462938133624,-0.006293491982169482
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5.65,5,10.0,False,CYCLING_CAPACITY_DEFICIT,3725.2007403397492,68904.72348843132,-1.1112879553775965e+43,3.3937044679388e-212,3.390675739581723e-212,3.0287283570773563e-215,3.5297461835701023e-208,8.319835991069768e-210,2.0964171998961015e-212,0.018346883105043687,0.999749058483954,-0.006245905132780443
